,customer_id,customer_name,customer_gender,kids_home,teens_home,number_complaints,distinct_stores_visited,spend_groceries,spend_electronics,typical_hour,spend_vegetables,spend_nonalcohol_drinks,spend_alcohol_drinks,spend_meat,spend_fish,spend_hygiene,spend_videogames,spend_petfood,total_distinct_products,year_first_transaction,latitude,longitude,has_loyalty_card,treated_percentage_of_products_bought_promotion,Education,Children,Age,Total Amount Spent,percentage_spend_groceries,percentage_spend_electronics,percentage_spend_vegetables,percentage_spend_nonalcohol_drinks,percentage_spend_alcohol_drinks,percentage_spend_meat,percentage_spend_fish,percentage_spend_hygiene,percentage_spend_videogames,percentage_spend_petfood,cluster
104,124,Reyna Seanez,female,0,0,0,1,10308.0,41.0,12.0,113.0,674.0,0.0,308.0,13.0,224.0,0.0,13149.0,47.0,2008,38.783378705496816,-9.184948615318174,1,0.1091028941170836,No Degree,0,59,24830.0,0.415142972211035,0.001651228352799,0.0045509464357631,0.0271445831655255,0.0,0.0124043495771244,0.000523560209424,0.0090213451469995,0.0,0.529561014901329,Pet Lovers
105,125,Elizabeth Gurley,female,0,0,0,1,13494.0,187.0,13.0,226.0,344.0,3.0,94.0,19.0,49.0,0.0,9033.0,21.0,2013,38.73404474960042,-9.133424131424707,1,0.2212473404353989,No Degree,0,49,23449.0,0.5754616401552305,0.0079747537208409,0.0096379376519254,0.0146701351870015,0.000127937225468,0.0040086997313318,0.0008102690946309,0.0020896413493112,0.0,0.3852189858842594,Pet Lovers
117,138,Kelly Carpenter,female,0,0,1,1,11178.0,84.0,17.0,26.0,628.0,3.0,133.0,199.0,113.0,0.0,7659.0,120.0,2012,38.760891168727,-9.16634434311782,1,0.2975508706774644,No Degree,0,47,20023.0,0.5582580032962093,0.0041951755481196,0.0012985067172751,0.0313639314787993,0.0001498276981471,0.0066423612845227,0.0099385706437596,0.0056435099635419,0.0,0.3825101133696249,Pet Lovers
120,143,Kelly Duskey,female,0,0,1,1,5722.0,51.0,17.0,84.0,674.0,27.0,339.0,259.0,12.0,0.0,12291.0,86.0,2009,38.76685511785153,-9.133108848390208,1,0.0930748168263412,No Degree,0,83,19459.0,0.2940541651677887,0.0026208952155814,0.0043167685903694,0.0346369289274885,0.0013875327611901,0.0174212446682768,0.0133100364869726,0.0006166812271956,0.0,0.6316357469551365,Pet Lovers
124,147,Stephen Curran,male,0,0,0,1,10218.0,31.0,6.0,366.0,566.0,31.0,231.0,210.0,48.0,0.0,8000.0,49.0,2007,38.73508794442758,-9.138566740943364,1,0.1712469610294808,No Degree,0,50,19701.0,0.5186538754377951,0.0015735241865895,0.0185777371707019,0.0287295061164407,0.0015735241865895,0.0117252931323283,0.0106593573930257,0.0024364245469773,0.0,0.4060707578295518,Pet Lovers
133,157,Basil Marion,male,0,0,0,1,12896.0,103.0,14.0,271.0,272.0,58.0,292.0,288.0,59.0,0.0,10500.0,50.0,2012,38.77308621678526,-9.169876761555718,1,0.1641655714699226,No Degree,0,65,24739.0,0.5212821860220704,0.0041634665912122,0.0109543635555196,0.0109947855612595,0.0023444763329156,0.011803225676058,0.0116415376530983,0.0023848983386555,0.0,0.4244310602692105,Pet Lovers
135,159,Rose Noell,female,0,0,0,1,10384.0,39.0,9.0,116.0,542.0,129.0,314.0,208.0,158.0,0.0,9263.0,102.0,2008,38.72045246226727,-9.170203043294944,1,0.2877503866610202,No Degree,0,55,21153.0,0.4908996359854394,0.0018437101120408,0.005483855717865,0.025622843095542,0.006098425755212,0.0148442301328416,0.0098331205975511,0.0074693896846782,0.0,0.4379047889188295,Pet Lovers
152,179,Evelyn Clark,female,0,0,0,1,2806.0,198.0,11.0,63.0,439.0,67.0,160.0,245.0,80.0,0.0,9451.0,25.0,2006,38.77373218262927,-9.134038523155002,1,0.2726079960218699,No Degree,0,80,13509.0,0.2077133762676734,0.0146568954030646,0.0046635576282478,0.032496853949219,0.0049596565252794,0.0118439558812643,0.018136057443186,0.0059219779406321,0.0,0.6996076689614331,Pet Lovers
168,197,Priscilla Kurter,female,0,0,1,1,8790.0,16.0,15.0,127.0,634.0,66.0,207.0,235.0,152.0,0.0,13634.0,72.0,2007,38.75316323253039,-9.158475271273744,1,0.2094054069070509,No Degree,0,45,23861.0,0.3683835547546205,0.0006705502703155,0.0053224927706298,0.0265705544612547,0.0027660198650517,0.0086752441222077,0.00984870709526,0.0063702275679979,0.0,0.5713926490926616,Pet Lovers
190,223,Janie Simon,female,0,0,0,1,14840.0,366.0,14.0,114.0,445.0,53.0,178.0,351.0,36.0,0.0,12261.0,16.0,2014,38.76112331334733,-9.203503922165412,1,0.1575543557781258,No Degree,0,32,28644.0,0.5180840664711632,0.0127775450356095,0.0039798910766652,0.0155355397290881,0.001850300237397,0.0062142158916352,0.0122538751571009,0.0012568077084206,0.0,0.42804775869292,Pet Lovers
200,236,Aaron Cooper,male,0,0,0,1,5726.0,264.0,10.0,274.0,706.0,62.0,30.0,235.0,92.0,0.0,10542.0,114.0,2011,38.72203626589303,-9.181660007740511,1,0.1676666352319105,No Degree,0,37,17931.0,0.3193352294908259,0.0147231052367408,0.0152807986169204,0.0393731526406781,0.0034576989571133,0.0016730801405387,0.01310579443422,0.0051307790976521,0.0,0.5879203613853103,Pet Lovers
201,237,Catherine Fuller,female,0,0,1,1,9714.0,163.0,7.0,190.0,696.0,40.0,362.0,206.0,11.0,0.0,9394.0,35.0,2008,38.75895131375287,-9.152374596979069,1,0.2562676288369576,No Degree,0,43,20776.0,0.4675587216018483,0.0078455910666153,0.0091451675009626,0.0335001925298421,0.0019252984212552,0.0174239507123604,0.0099152868694647,0.0005294570658452,0.0,0.4521563342318059,Pet Lovers
233,273,Claudia Dresbach,female,0,0,0,1,17132.0,0.0,10.0,76.0,523.0,7.0,255.0,198.0,51.0,0.0,14329.0,43.0,2022,38.727422538542,-9.14223518950804,1,0.2448279698791005,No Degree,0,25,32571.0,0.5259893770532068,0.0,0.0023333640354916,0.0160572288231862,0.0002149151085321,0.0078290503822418,0.0060790273556231,0.0015658100764483,0.0,0.4399312271652697,Pet Lovers
237,277,Julia Beckett,female,0,0,1,1,3675.0,463.0,15.0,153.0,250.0,53.0,35.0,184.0,26.0,0.0,13808.0,72.0,2010,38.77457352296561,-9.154781980262351,1,0.1679930308533441,No Degree,0,53,18647.0,0.1970826406392449,0.0248297313240735,0.0082050732021236,0.0134069823564112,0.0028422802595591,0.0018769775298975,0.0098675390143186,0.0013943261650667,0.0,0.7404944495093044,Pet Lovers
238,278,Kathryn Thomas,female,0,0,1,1,13042.0,128.0,11.0,142.0,601.0,2.0,207.0,185.0,160.0,0.0,8748.0,39.0,2009,38.7150766998328,-9.142430559779635,1,0.2092690852506556,No Degree,0,50,23215.0,0.561791944863235,0.0055136765022614,0.0061167348696963,0.0258884342020245,8.615119534783545e-05,0.0089166487185009,0.0079689855696747,0.0068920956278268,0.0,0.3768253284514322,Pet Lovers
261,305,David Barth,male,0,0,1,1,9759.0,161.0,8.0,120.0,567.0,8.0,130.0,242.0,24.0,0.0,9142.0,120.0,2011,38.72905587387062,-9.166602996517868,1,0.267910403924126,No Degree,0,58,20153.0,0.4842455217585471,0.0079888850295241,0.0059544484692105,0.0281347690170198,0.0003969632312807,0.0064506525083114,0.0120081377462412,0.0011908896938421,0.0,0.4536297325460229,Pet Lovers
272,317,Lisa Jantzen,female,0,0,1,1,13741.0,176.0,7.0,159.0,338.0,20.0,159.0,125.0,186.0,0.0,13263.0,7.0,2009,38.78615920722666,-9.209574037148158,1,0.2274712419030331,No Degree,0,48,28167.0,0.4878403805872119,0.0062484467639436,0.0056449036106081,0.0119998579898462,0.0007100507686299,0.0056449036106081,0.0044378173039372,0.0066034721482586,0.0,0.470870167216956,Pet Lovers
273,318,Glenn Valez,male,0,0,0,1,6168.0,126.0,21.0,364.0,516.0,52.0,182.0,208.0,34.0,0.0,5303.0,56.0,2010,38.75211894061727,-9.140244595276494,1,0.2858625524504055,No Degree,0,53,12953.0,0.4761831236007102,0.0097274762603257,0.0281015980853856,0.0398363313518103,0.0040145140121979,0.0140507990426928,0.0160580560487917,0.0026248745464371,0.0,0.4094032270516483,Pet Lovers
276,321,Sarah Danger,female,0,0,0,1,18745.0,44.0,14.0,120.0,482.0,46.0,300.0,322.0,89.0,0.0,12933.0,14.0,2010,38.76989372523001,-9.14274935084103,1,0.2474155183012518,No Degree,0,43,33081.0,0.5666394607176325,0.0013300686194492,0.0036274598712251,0.0145702971494211,0.0013905262839696,0.0090686496780629,0.0097336839877875,0.0026903660711586,0.0,0.3909494876212931,Pet Lovers
302,352,Kristina Watkins,female,0,0,0,1,12959.0,147.0,10.0,122.0,461.0,67.0,347.0,356.0,48.0,0.0,9709.0,58.0,2013,38.777331289091286,-9.192302099925408,1,0.1864295731245986,No Degree,0,35,24216.0,0.5351420548397754,0.0060703666997026,0.0050379914106375,0.01903700033036,0.0027667657746944,0.0143293690122233,0.0147010241162867,0.0019821605550049,0.0,0.4009332672613148,Pet Lovers
303,354,Kelly Edmond,female,0,0,1,1,12476.0,631.0,12.0,242.0,538.0,6.0,225.0,138.0,0.0,0.0,7882.0,2.0,2008,38.72285126774358,-9.15039053993221,1,0.2534887539209757,No Degree,0,62,22138.0,0.5635558767729696,0.0285030264703225,0.0109314301201553,0.0243021049778661,0.0002710271930617,0.0101635197398138,0.0062336254404191,0.0,0.0,0.3560393892853916,Pet Lovers
336,390,Susan Martin,female,1,0,1,1,17342.0,265.0,13.0,261.0,455.0,69.0,238.0,149.0,128.0,0.0,10092.0,26.0,2012,38.75069524572453,-9.145361948357884,1,0.1152868272422322,No Degree,1,48,28999.0,0.598020621400738,0.0091382461464188,0.0090003103555295,0.0156901962136625,0.0023793923928411,0.0082071795579157,0.0051381082106279,0.0044139453084589,0.0,0.3480120004138073,Pet Lovers
342,397,Robin Brislin,female,0,0,1,1,8822.0,194.0,7.0,320.0,491.0,25.0,174.0,90.0,228.0,0.0,12709.0,95.0,2015,38.77342097134919,-9.160482980373654,1,0.20762400028851,No Degree,0,43,23053.0,0.3826833817724374,0.008415390621611,0.0138810566954409,0.0212987463670671,0.0010844575543313,0.007547824578146,0.0039040471955927,0.0098902528955016,0.0,0.5512948423198716,Pet Lovers
343,398,Carol Williams,female,0,0,0,1,11419.0,224.0,9.0,190.0,375.0,92.0,175.0,312.0,73.0,0.0,6028.0,70.0,2024,38.75637106721648,-9.159762763047214,1,0.3691198596671241,No Degree,0,23,18888.0,0.6045637441761965,0.0118593816179584,0.0100592969080897,0.019853875476493,0.0048708174502329,0.00926514188903,0.0165184243964421,0.0038648877594239,0.0,0.319144430326133,Pet Lovers
352,408,Ronald Rich,male,0,0,1,1,13561.0,326.0,12.0,291.0,591.0,3.0,167.0,263.0,5.0,0.0,12845.0,23.0,2012,38.74186554146533,-9.137843483588997,1,0.3173747749814336,No Degree,0,56,28052.0,0.4834236418080707,0.011621274775417,0.0103735919007557,0.0210680165407101,0.0001069442463995,0.0059532297162412,0.0093754456010266,0.0001782404106659,0.0,0.4578996150007129,Pet Lovers
357,415,Hugo Wood,male,0,0,0,1,4415.0,133.0,11.0,166.0,292.0,16.0,120.0,142.0,2.0,0.0,12668.0,75.0,2012,38.72079635667316,-9.200174492790056,1,0.2158294099935415,No Degree,0,61,17954.0,0.2459062047454606,0.0074078199844045,0.0092458505068508,0.0162637852289183,0.0008911663139133,0.00668374735435,0.0079091010359808,0.0001113957892391,0.0,0.7055809290408822,Pet Lovers
406,474,James Davis,male,0,0,0,1,4715.0,117.0,14.0,252.0,627.0,7.0,257.0,183.0,6.0,0.0,13062.0,79.0,2007,38.74733024397505,-9.17499249774372,1,0.2535928739628239,No Degree,0,71,19226.0,0.2452408197232913,0.0060855092062831,0.0131072505981483,0.0326120877977738,0.000364090294393,0.0133673150941433,0.0095183605534172,0.000312077395194,0.0,0.6793924893373556,Pet Lovers
408,476,Jennifer Degan,female,0,0,0,1,14678.0,231.0,7.0,182.0,433.0,21.0,362.0,246.0,52.0,0.0,12898.0,23.0,2007,38.72993995550438,-9.19998699205258,1,0.0837358812466446,No Degree,0,49,29103.0,0.5043466309315191,0.0079373260488609,0.0062536508263752,0.0148781912517609,0.0007215750953509,0.0124385802150981,0.0084527368312545,0.0017867573789643,0.0,0.4431845514208157,Pet Lovers
421,492,Myrtle Myers,female,0,0,1,1,9262.0,114.0,17.0,263.0,543.0,45.0,115.0,338.0,115.0,0.0,15004.0,65.0,2010,38.72139799002697,-9.188334269670026,1,0.391460657716441,No Degree,0,63,25799.0,0.3590061630295748,0.0044187759215473,0.0101941935733943,0.0210473274157913,0.0017442536532423,0.0044575371138416,0.0131012829954649,0.0044575371138416,0.0,0.5815729291833017,Pet Lovers
442,514,Kenneth Mccabe,male,0,0,0,1,12770.0,170.0,17.0,456.893937976519,519.0,65.0,116.0,218.0,53.0,0.0,6821.0,0.0,2009,38.72619107867005,-9.152574230219916,1,0.2331736270841545,No Degree,0,69,21188.89393797652,0.6026742140189078,0.0080230709775422,0.0215628970211434,0.0244939637490848,0.0030676447855308,0.0054745660787935,0.0102884086653188,0.0025013103635866,0.0,0.3219139243400916,Pet Lovers
445,518,Katherine Ellis,female,0,0,1,1,17765.0,119.0,7.0,287.0,221.0,38.0,276.0,184.0,0.0,0.0,13433.0,43.0,2010,38.7857491676778,-9.142452024652922,1,0.1508747618559949,No Degree,0,48,32323.0,0.5496086378120842,0.0036815889614206,0.0088791263187204,0.0068372366426383,0.0011756334498654,0.0085388113727067,0.0056925409151378,0.0,0.0,0.4155864245274263,Pet Lovers
447,520,Thomas Sherburne,male,0,0,1,1,8755.0,47.0,10.0,162.0,604.0,4.0,233.0,370.0,0.0,0.0,11869.0,53.0,2016,38.71623442575172,-9.193477516310594,1,0.1194424852998607,No Degree,0,59,22044.0,0.3971602250045364,0.0021320994374886,0.007348938486663,0.0273997459626202,0.0001814552712756,0.0105697695518054,0.0167846125929958,0.0,0.0,0.5384231536926147,Pet Lovers
448,521,Bonnie Klitz,female,0,0,0,1,11789.0,48.0,8.0,70.0,557.0,3.0,324.0,150.0,34.0,0.0,9794.0,24.0,2011,38.72322509769322,-9.177762060171656,1,0.2256869372403981,No Degree,0,58,22769.0,0.5177653827572577,0.0021081294742852,0.0030743554833326,0.0244630857745179,0.0001317580921428,0.0142298739514251,0.0065879046071412,0.0014932583776186,0.0,0.4301462514822785,Pet Lovers
449,522,Sherri Kohm,female,0,0,0,1,16496.0,148.0,13.52057966862436,136.0,307.0,23.0,244.0,148.0,202.0,0.0,7717.0,40.0,2008,38.747596856258674,-9.149954214512896,1,0.1489921130459879,No Degree,0,76,25421.0,0.6489123165886472,0.0058219582235159,0.0053499075567444,0.0120766295582392,0.0009047637779788,0.0095983635576885,0.0058219582235159,0.007946186223988,0.0,0.3035679162896817,Pet Lovers
455,530,Richard Armstrong,male,0,0,0,1,14642.0,533.0,9.0,240.0,537.0,49.0,27.0,121.0,12.0,0.0,16025.0,80.0,2013,38.734502636489296,-9.19321269578542,1,0.2556440249712427,No Degree,0,53,32186.0,0.4549182874541726,0.0165599950288945,0.0074566581743615,0.0166842726651339,0.0015224010439321,0.0008388740446156,0.0037593984962406,0.000372832908718,0.0,0.4978872801839309,Pet Lovers
469,545,Cortney Lobb,female,0,0,0,1,7497.0,59.0,8.0,259.0,473.0,87.0,254.0,152.0,71.0,0.0,11223.0,48.0,2014,38.76682089655497,-9.190362816875563,1,0.0951690076104962,No Degree,0,35,20075.0,0.3734495641344956,0.0029389788293897,0.0129016189290161,0.0235616438356164,0.0043337484433374,0.0126525529265255,0.007571606475716,0.0035367372353673,0.0,0.5590535491905355,Pet Lovers
472,548,Maria Wilson,female,0,0,0,1,6298.0,5.0,10.0,262.0,509.0,21.0,247.0,104.0,54.0,0.0,6818.0,4.0,2010,38.75848628192558,-9.159145223405217,1,0.3299384481951276,No Degree,0,82,14318.0,0.4398659030590864,0.0003492107836289,0.0182986450621595,0.035549657773432,0.0014666852912417,0.0172510127112725,0.0072635842994831,0.0037714764631931,0.0,0.4761838245565023,Pet Lovers
477,553,Scott White,male,0,0,0,1,1418.0,146.0,17.0,192.0,539.0,45.0,199.0,244.0,52.0,0.0,9136.0,58.0,2007,38.73783776458123,-9.181684465803292,1,0.2396608907133927,No Degree,0,58,11971.0,0.1184529279091136,0.0121961406732937,0.0160387603374822,0.0450254782390777,0.0037590844540974,0.0166235068081196,0.020382591262217,0.0043438309247347,0.0,0.7631776793918637,Pet Lovers
480,556,Laura Phillips,female,0,0,0,1,9354.0,267.0,17.0,318.0,329.0,30.0,157.0,133.0,141.0,0.0,5842.0,66.0,2016,38.78824091710228,-9.149932682810636,1,0.1417902386400118,No Degree,0,70,16571.0,0.5644801158650655,0.0161124856677327,0.0191901514694345,0.0198539617403898,0.0018103916480598,0.0094743829581799,0.008026069639732,0.0085088407458813,0.0,0.3525436002655241,Pet Lovers
517,601,Leola Thorpe,female,0,0,1,1,11939.0,28.0,13.0,271.0,424.0,99.0,112.0,112.0,17.0,0.0,5383.0,34.0,2012,38.73783614318349,-9.16044098261336,1,0.1996531434386678,No Degree,0,63,18385.0,0.6493880881153113,0.0015229806907805,0.0147402774000543,0.0230622790318194,0.0053848245852597,0.0060919227631221,0.0060919227631221,0.0009246668479738,0.0,0.2927930378025564,Pet Lovers
518,602,Mildred Reeves,female,0,0,1,1,12843.0,182.0,14.0,163.0,665.0,152.0,274.0,170.0,78.0,0.0,15253.0,22.0,2010,38.7614439753626,-9.184291926152143,1,0.0788468121945016,No Degree,0,58,29780.0,0.4312625923438549,0.0061114842175957,0.0054734721289456,0.0223304231027535,0.0051040967092008,0.0092008059100067,0.0057085292142377,0.0026192075218267,0.0,0.5121893888515783,Pet Lovers
553,641,Thomas Howser,male,0,0,0,1,14628.0,24.0,12.0,305.0,664.0,68.0,49.0,218.0,84.0,0.0,11395.0,91.0,2004,38.7585915146948,-9.186682963688677,1,0.1053883937205369,No Degree,0,69,27435.0,0.5331875341716785,0.0008747949699289,0.01111718607618,0.0242026608347002,0.0024785857481319,0.0017860397302715,0.0079460543101877,0.0030617823947512,0.0,0.4153453617641698,Pet Lovers
576,666,Alana Mayo,female,0,0,0,1,12408.0,92.0,10.0,456.893937976519,627.0,13.0,140.0,148.0,41.0,0.0,9945.0,37.0,2006,38.747043422840186,-9.197790993286045,1,0.1055410506145839,No Degree,0,59,23870.89393797652,0.519796201693978,0.0038540659700069,0.0191402106332365,0.0262662974260254,0.0005445962783705,0.0058648829978366,0.0062000191691415,0.0017175728779378,0.0,0.4166161529534664,Pet Lovers
578,668,John Hamer,male,0,0,0,1,5022.0,311.0,15.0,246.0,612.0,14.0,35.0,255.0,40.0,0.0,5500.0,61.0,2009,38.756115598495214,-9.206944782069002,1,0.1876053435211263,No Degree,0,60,12035.0,0.4172829248026589,0.0258412962193602,0.0204403822185292,0.0508516825924387,0.0011632737847943,0.0029081844619858,0.0211882010801828,0.0033236393851267,0.0,0.4570004154549231,Pet Lovers
586,677,Beverly Koziel,female,0,0,1,1,10220.0,149.0,8.0,63.0,432.0,116.0,132.0,47.0,131.0,0.0,4090.0,73.0,2016,38.73254121334672,-9.180793491579408,1,0.2195886226137419,No Degree,0,70,15380.0,0.6644993498049415,0.0096879063719115,0.0040962288686605,0.0280884265279583,0.0075422626788036,0.0085825747724317,0.0030559167750325,0.0085175552665799,0.0,0.2659297789336801,Pet Lovers
600,697,Linda Hight,female,0,0,1,1,14710.0,317.0,15.0,96.0,515.0,24.0,298.0,140.0,46.0,0.0,10515.0,38.0,2008,38.7469874126013,-9.155884334826291,1,0.2461142287601571,No Degree,0,43,26661.0,0.5517422452271108,0.011890026630659,0.003600765162597,0.0193166047785154,0.0009001912906492,0.0111773751922283,0.0052511158621207,0.001725366640411,0.0,0.3943963092157083,Pet Lovers
602,699,Jodi Cardenas,female,0,0,0,1,14671.0,146.0,17.0,182.0,572.0,15.0,344.0,228.0,69.0,0.0,7000.0,5.0,2011,38.77985160670119,-9.20900810379042,1,0.107392262634936,No Degree,0,44,23227.0,0.6316355965040685,0.0062857880914453,0.0078357084427605,0.0246265122486761,0.0006458001463813,0.0148103500236793,0.0098161622249967,0.0029706806733542,0.0,0.3013734016446377,Pet Lovers
608,706,Jay Shoemaker,male,0,0,0,1,9634.0,150.0,17.0,343.0,573.0,21.0,327.0,81.0,136.0,0.0,13823.0,82.0,2012,38.743424919496206,-9.140854177155145,1,0.0528756169056993,No Degree,0,52,25088.0,0.3840082908163265,0.0059789540816326,0.013671875,0.0228396045918367,0.0008370535714285,0.0130341198979591,0.0032286352040816,0.0054209183673469,0.0,0.5509805484693877,Pet Lovers
611,710,Charles Costa,male,0,0,0,1,7224.0,143.0,14.0,177.0,386.0,6.0,87.0,7.0,14.0,0.0,13359.0,8.0,2010,38.778963034587015,-9.207247648558312,1,0.2773398534010606,No Degree,0,77,21403.0,0.337522777180769,0.0066813063589216,0.0082698687099939,0.0180348549268794,0.0002803345325421,0.0040648507218614,0.0003270569546325,0.000654113909265,0.0,0.6241648367051348,Pet Lovers
620,719,Leo Owens,male,0,0,1,1,10409.0,133.0,14.0,310.0,586.0,65.0,9.0,251.0,43.0,0.0,4285.0,53.0,2006,38.7201899120048,-9.173542817644664,1,0.397128440626844,No Degree,0,66,16091.0,0.64688335094152,0.00826549002548,0.0192654278789385,0.0364178733453483,0.0040395252004225,0.0005593188739046,0.0155987819277857,0.0026723012864334,0.0,0.2662979305201665,Pet Lovers
661,767,Kathy Price,female,0,0,1,1,12631.0,6.0,16.0,95.0,564.0,29.0,54.0,346.0,153.0,0.0,14374.0,53.0,2006,38.715312356752925,-9.148329229288183,1,0.3006914544836823,No Degree,0,59,28252.0,0.447083392326207,0.0002123743451791,0.0033625937986691,0.0199631884468356,0.0010264760016989,0.0019113691066119,0.0122469205719949,0.0054155458020671,0.0,0.5087781396007363,Pet Lovers
662,768,Martha Seals,female,0,0,0,1,21107.0,57.0,14.0,199.0,388.0,9.0,339.0,126.0,43.0,0.0,9030.0,63.0,2005,38.75131076659218,-9.146639010276209,1,0.1713368992664734,No Degree,0,40,31298.0,0.6743881398172408,0.001821202632756,0.0063582337529554,0.012396958272094,0.0002875583104351,0.0108313630263914,0.0040258163460924,0.0013738897054124,0.0,0.2885168381366221,Pet Lovers
694,806,Marcia Williams,female,0,0,1,1,9055.0,64.0,9.0,241.0,468.0,10.0,248.0,136.0,51.0,0.0,11620.0,77.0,2010,38.7442552343832,-9.210027983792154,1,0.2753962521861109,No Degree,0,56,21893.0,0.4136025213538574,0.0029233088201708,0.0110080847759557,0.0213766957474992,0.0004567670031516,0.0113278216781619,0.006212031242863,0.0023295117160736,0.0,0.5307632576622665,Pet Lovers
