,customer_id,customer_name,customer_gender,kids_home,teens_home,number_complaints,distinct_stores_visited,spend_groceries,spend_electronics,typical_hour,spend_vegetables,spend_nonalcohol_drinks,spend_alcohol_drinks,spend_meat,spend_fish,spend_hygiene,spend_videogames,spend_petfood,total_distinct_products,year_first_transaction,latitude,longitude,has_loyalty_card,treated_percentage_of_products_bought_promotion,Education,Children,Age,Total Amount Spent,percentage_spend_groceries,percentage_spend_electronics,percentage_spend_vegetables,percentage_spend_nonalcohol_drinks,percentage_spend_alcohol_drinks,percentage_spend_meat,percentage_spend_fish,percentage_spend_hygiene,percentage_spend_videogames,percentage_spend_petfood,cluster
78,93,Phd. Pauline Williams,female,1,1,1,2,5502.0,1438.0,9.0,407.0,703.0,1235.0,621.0,1471.4238457539814,1896.0,1410.0,1821.0,1309.0,2005,38.719680455836,-9.126593858210756,1,0.0839124239935464,Phd,2,74,16504.423845753983,0.3333651662984572,0.0871281550594659,0.0246600550133537,0.0425946404776109,0.0748284224606678,0.0376262755854856,0.0891532997156109,0.1148782906764585,0.0854316402182524,0.1103340544946366,Big Spenders
81,96,Msc. Brent Zuniga,male,1,0,1,3,4500.0,2845.0,10.0,164.0,566.0,975.0,936.0,1545.0,1614.0,1290.0,2174.0,173.0,2009,38.761251230316056,-9.158036488027902,1,0.1864495157471037,Msc,1,79,16609.0,0.2709374435546993,0.1712926726473598,0.009874164609549,0.0340779095671021,0.0587031127701848,0.0563549882593774,0.0930218556204467,0.0971762297549521,0.0776687338190137,0.1308928893973147,Big Spenders
84,99,Msc. Bradley Kelley,male,1,0,1,2,6481.0,2176.0,13.0,311.0,334.0,1676.0,1213.0,2473.0,2173.0,1303.0,1661.0,492.0,2003,38.74999953780079,-9.190578397991052,1,0.2131673575558955,Msc,1,40,19801.0,0.3273067016817332,0.1098934397252664,0.0157062774607343,0.0168678349578304,0.0846421897883945,0.0612595323468511,0.1248926821877682,0.1097419322256451,0.0658047573354881,0.0838846522902883,Big Spenders
94,110,Msc. Mona Atkins,female,1,0,0,1,2072.0,4164.0,16.0,170.0,277.0,478.0,1013.0,1375.0,774.0,996.0,1371.0,687.0,2012,38.73696908996965,-9.14903043123639,1,0.1487237265709094,Msc,1,30,12690.0,0.1632781717888101,0.3281323877068557,0.0133963750985027,0.0218282111899133,0.0376674546887312,0.079826635145784,0.1083530338849487,0.0609929078014184,0.0784869976359338,0.1080378250591016,Big Spenders
97,113,Bsc. Lynn Severson,female,0,0,0,2,5888.0,5216.0,19.0,242.0,579.0,368.0,372.0,1047.0,764.0,1221.0,959.0,958.0,2014,38.74794545097407,-9.173191014135355,1,0.1518263796456453,Bsc,0,29,16656.0,0.3535062439961575,0.3131604226705091,0.0145292987512007,0.0347622478386167,0.0220941402497598,0.0223342939481268,0.0628602305475504,0.0458693563880883,0.0733069164265129,0.0575768491834774,Big Spenders
109,130,Bsc. Jessie Fish,male,1,0,2,3,5783.0,3601.0,11.0,389.0,611.0,1470.0,1012.0,2075.0,2318.0,1038.0,1997.0,1376.0,2006,38.74606032936308,-9.141514060263503,1,0.2171929050613202,Bsc,1,69,20294.0,0.2849610722380999,0.1774416083571499,0.0191682270621858,0.030107420912585,0.0724352025229131,0.0498669557504681,0.1022469695476495,0.1142209520055188,0.0511481225978121,0.0984034690056174,Big Spenders
113,134,Bsc. David Weaver,male,0,0,0,2,5245.0,5781.0,12.0,286.0,295.0,446.0,1107.0,1019.0,698.0,1073.0,859.0,458.0,2017,38.73559282536107,-9.149328678363291,1,0.0848821456387175,Bsc,0,30,16809.0,0.3120352192277946,0.3439228984472604,0.017014694508894,0.0175501219584746,0.0265334047236599,0.0658575762984115,0.0606222856802903,0.0415253733119162,0.0638348503777738,0.0511035754655244,Big Spenders
116,137,Phd. Domingo Marquez,male,0,0,0,1,4352.0,3368.0,13.0,266.0,318.0,536.0,1036.0,808.0,486.0,1097.0,1105.0,530.0,2018,38.73714697551347,-9.149167834822098,1,0.3477442595987893,Phd,0,28,13372.0,0.3254561770864493,0.2518695782231528,0.0198923122943463,0.0237810349985043,0.0400837571043972,0.0774753215674543,0.0604247681723003,0.0363446006580915,0.0820370924319473,0.0826353574633562,Big Spenders
122,145,Bsc. Megan Watson,female,1,1,1,2,4190.0,2989.0,13.0,461.0,657.0,797.0,1172.0,1912.0,2174.0,581.0,2041.0,774.0,2009,38.72041586112714,-9.168202184218112,1,0.2253257543676863,Bsc,2,69,16974.0,0.2468481206551196,0.1760928478850006,0.0271591846353246,0.0387062566277836,0.0469541651938258,0.0690467774242959,0.1126428655590903,0.1280782373041121,0.034228820549075,0.120242724166372,Big Spenders
136,160,Bsc. Robert Alessio,male,1,1,1,2,7225.0,4263.0,7.0,294.0,683.0,904.0,679.0,2714.0,1559.0,665.0,2206.0,1421.0,2006,38.74615685803585,-9.14063912651325,1,0.1497411968780676,Bsc,2,41,21192.0,0.3409305398263496,0.2011608154020385,0.0138731596828992,0.0322291430728576,0.0426576066440166,0.0320403926009815,0.1280671951679879,0.073565496413741,0.0313797659494148,0.1040958852397131,Big Spenders
137,161,Phd. April Gamino,female,0,1,0,3,5135.0,2837.0,9.0,272.0,430.0,1106.0,957.0,2261.0,2355.0,795.0,2263.0,1737.0,2011,38.77151585170172,-9.191180372492171,1,0.13507704394978,Phd,1,67,18411.0,0.278909347672587,0.1540926619955461,0.0147737765466297,0.0233556026288631,0.0600727825756341,0.0519797946879582,0.1228070175438596,0.127912660909239,0.0431807071859214,0.1229156482537613,Big Spenders
138,162,Bsc. Esther Fleishman,female,0,1,1,2,4712.0,2179.0,7.0,278.0,537.0,1129.0,728.0,1831.0,1678.0,1015.0,1921.0,1092.0,2019,38.7090784004448,-9.17902350617772,1,0.1042358196890897,Bsc,1,27,16008.0,0.2943528235882059,0.13611944027986,0.0173663168415792,0.0335457271364317,0.070527236381809,0.0454772613693153,0.1143803098450774,0.1048225887056471,0.0634057971014492,0.1200024987506246,Big Spenders
140,165,Bsc. Berna Reynolds,female,0,1,1,2,7455.0,1245.0,14.0,211.0,726.0,743.0,705.0,1456.0,1735.0,1461.0,2237.0,1470.0,2014,38.78171720561236,-9.127718195035913,1,0.3103117049850982,Bsc,1,54,17974.0,0.4147657727829086,0.0692667185935239,0.0117391788138422,0.040391676866585,0.0413374874819183,0.0392233225770557,0.0810058974073661,0.0965283186825414,0.0812840770001112,0.1244575497941471,Big Spenders
142,167,Bsc. Thelma Aman,female,1,1,0,2,6464.0,257.0,9.0,195.0,376.0,1531.0,864.0,1654.0,1182.0,984.0,1633.0,1369.0,2005,38.7084378253674,-9.153518768625345,1,0.2534887539209757,Bsc,2,61,15140.0,0.4269484808454425,0.0169749009247027,0.0128797886393659,0.0248348745046235,0.1011228533685601,0.0570673712021136,0.1092470277410832,0.0780713342140026,0.0649933949801849,0.1078599735799207,Big Spenders
155,183,Phd. Karen Speidel,female,0,0,0,2,7123.0,4514.0,22.0,374.0,420.0,438.0,800.0,569.0,768.0,779.0,1002.0,670.0,2020,38.74905380317328,-9.173751184656949,1,0.1465148733519479,Phd,0,27,16787.0,0.4243164353368678,0.2688985524513016,0.0222791445761601,0.0250193602192172,0.0260916185143265,0.0476559242270804,0.0338952761065109,0.0457496872579972,0.0464049562161196,0.0596890450944183,Big Spenders
157,185,Msc. Homer Garcia,male,0,0,0,1,4746.0,4051.0,16.0,349.0,297.0,563.0,665.0,885.0,325.0,1072.0,745.0,516.0,2015,38.764767204570575,-9.094481489270091,1,0.0042065236697322,Msc,0,31,13698.0,0.3464739378011388,0.2957366038837786,0.0254781719959118,0.0216819973718791,0.0411008906409694,0.0485472331727259,0.0646079719667104,0.0237260914002044,0.0782595999415973,0.0543875018250839,Big Spenders
161,190,Msc. Gina Guthrie,female,0,0,0,1,6248.0,3125.0,16.0,533.0,497.0,500.0,613.0,652.0,767.0,1074.0,1690.0,91.0,2015,38.76289568782124,-9.094743244932769,1,0.2534887539209757,Msc,0,28,15699.0,0.3979871329384037,0.1990572647939359,0.0339512070832537,0.0316580673928275,0.0318491623670297,0.0390470730619784,0.0415313077266067,0.0488566150710236,0.0684120007643799,0.1076501688005605,Big Spenders
166,195,Bsc. Janee Strayhorn,female,1,1,1,2,4869.0,1732.0,12.0,270.0,156.0,1355.0,519.0,2599.0,3010.0,973.0,1622.0,1288.0,2008,38.74306016217332,-9.12916577657956,1,0.1736201859122541,Bsc,2,80,17105.0,0.2846536100555393,0.1012569424144986,0.0157848582285881,0.0091201403098509,0.0792166033323589,0.0303420052616194,0.1519438760596317,0.1759719380298158,0.0568839520608009,0.0948260742472961,Big Spenders
167,196,Msc. Fred Richardson,male,0,0,0,1,5263.0,3937.0,13.0,239.0,398.0,490.0,541.0,1023.0,353.0,958.0,766.0,949.0,2018,38.76289533390668,-9.095610812069436,1,0.3168273800304047,Msc,0,30,13968.0,0.3767898052691867,0.2818585337915235,0.0171105383734249,0.0284936998854524,0.0350801832760595,0.0387313860252004,0.0732388316151202,0.0252720504009163,0.0685853379152348,0.0548396334478808,Big Spenders
174,203,Bsc. Philip Phillips,male,0,0,1,2,3486.0,565.0,9.0,213.0,234.0,986.0,1131.0,1935.0,2719.0,523.0,2026.0,746.0,2009,38.75667203107685,-9.141121001599712,1,0.1935889428270585,Bsc,0,74,13818.0,0.2522796352583586,0.0408886959038934,0.0154146765089014,0.0169344333478072,0.0713562020552902,0.0818497611810681,0.1400347372991749,0.1967723259516572,0.0378491822260819,0.1466203502677666,Big Spenders
188,220,Phd. Hector Spaid,male,1,1,1,3,5234.0,2448.0,10.0,53.0,869.0,186.0,454.0,2454.0,2182.0,996.0,906.0,2095.0,2004,38.77448372586005,-9.164082571411484,1,0.1176760059115858,Phd,2,74,15782.0,0.3316436446584717,0.1551134203523,0.0033582562412875,0.0550627296920542,0.01178557850716,0.0287669496895197,0.1554936003041439,0.138258775820555,0.0631098720060828,0.0574071727284247,Big Spenders
194,228,Phd. Regine Hall,female,1,1,1,2,9875.0,2522.0,10.0,341.0,691.0,1685.0,1414.0,2159.0,1701.0,925.0,2246.0,800.0,2010,38.77089452230265,-9.15765221254633,1,0.1480921279481873,Phd,2,38,23559.0,0.4191604057897194,0.1070503841419415,0.0144742985695487,0.0293306167494375,0.0715225603803217,0.0600195254467507,0.0916422598582282,0.0722017063542595,0.0392631266182775,0.0953351160915149,Big Spenders
195,229,Bsc. Cynthia Hale,female,1,1,1,2,4241.0,3175.0,10.0,23.0,520.0,1588.0,454.0,1714.0,1943.0,941.0,1974.0,1110.0,2014,38.75980082721136,-9.119592114701462,1,0.1666993303911552,Bsc,2,57,16573.0,0.2558981475894527,0.1915766608338864,0.0013877994328124,0.0313763350027152,0.0958184999698304,0.0273939540216014,0.1034212272974114,0.117238882519761,0.0567790985337597,0.119109394798769,Big Spenders
199,235,Msc. Lydia Robinson,female,2,1,0,3,4529.0,3092.0,10.0,338.0,751.0,1512.0,866.0,1945.0,1998.0,1232.0,1569.0,1363.0,2008,38.76431071448829,-9.190860429749776,1,0.2352317670835986,Msc,3,59,17832.0,0.2539816061013907,0.1733961417676087,0.0189546882009869,0.0421152983400628,0.0847913862718708,0.0485643786451323,0.1090735755944369,0.1120457604306864,0.0690892777030058,0.0879878869448183,Big Spenders
203,240,Phd. Laurence Kwong,male,1,1,1,2,5130.0,3864.0,6.0,456.893937976519,359.0,229.0,1580.0,2030.0,1475.0,529.0,2369.0,299.0,2003,38.72647981835398,-9.137588097227804,1,0.3934569890423338,Phd,2,65,18021.89393797652,0.2846537671154439,0.2144058783887086,0.0253521599643715,0.0199202148917045,0.0127067666022293,0.0876711407490061,0.1126407694433433,0.0818448940536607,0.0293531857317874,0.131451223059744,Big Spenders
210,248,Phd. John Leppert,male,2,1,1,2,5112.0,1619.0,17.0,238.0,613.0,1291.0,1334.0,1766.0,1811.0,726.0,2109.0,539.0,2003,38.76372185557911,-9.150115045883927,1,0.1423922091270038,Phd,3,72,16619.0,0.3075997352427944,0.0974186172453216,0.0143209579397075,0.0368854925085745,0.0776821710090859,0.0802695709729827,0.1062639147963174,0.1089716589445815,0.0436849389253264,0.1269029424153077,Big Spenders
222,261,Phd. Milford Taylor,male,0,0,0,2,2993.0,1628.0,12.0,239.0,183.0,505.0,972.0,1495.0,235.0,1384.0,401.0,996.0,2020,38.76104852634471,-9.16572214458889,1,0.1782127550275633,Phd,0,27,10035.0,0.2982561036372695,0.1622321873442949,0.0238166417538614,0.018236173393124,0.0503238664673642,0.0968609865470852,0.1489785749875436,0.0234180368709516,0.1379172894867962,0.039960139511709,Big Spenders
223,262,Phd. Celia Hinojosa,female,0,0,0,1,5682.0,2275.0,8.0,285.0,382.0,501.0,467.0,725.0,824.0,830.0,763.0,603.0,2016,38.76064673512296,-9.166757364851527,1,0.2737713319477322,Phd,0,30,12734.0,0.446207004868855,0.1786555677713208,0.0223810271713522,0.029998429401602,0.0393434898696403,0.0366734725930579,0.0569341919271242,0.0647086539971729,0.0651798335165698,0.0599183288833045,Big Spenders
234,274,Phd. James Pavick,male,0,0,0,2,7222.0,4074.0,9.0,223.0,253.0,388.0,671.0,1083.0,1085.0,919.0,1228.0,336.0,2019,38.76456676402381,-9.095911155960364,1,0.172253672527951,Phd,0,33,17146.0,0.421206112212761,0.2376064388195497,0.0130059489093666,0.0147556281348419,0.0226291846494809,0.0391344920097982,0.0631634200396594,0.0632800653213577,0.0535985069403942,0.0716202029627901,Big Spenders
235,275,Bsc. Wade Robertson,male,0,1,1,2,4102.0,3257.0,9.0,199.0,484.0,1017.0,733.0,2028.0,1784.0,707.0,2007.0,1825.0,2013,38.77110107723587,-9.148398462348393,1,0.4065397478460686,Bsc,1,47,16318.0,0.2513788454467459,0.1995955386689545,0.0121951219512195,0.0296604976100012,0.0623238141929158,0.0449197205539894,0.1242799362666993,0.1093271234219879,0.0433263880377497,0.1229930138497364,Big Spenders
241,282,Phd. James Saver,male,0,1,1,3,4145.0,4230.0,10.0,234.0,645.0,1162.0,643.0,2732.0,2301.0,1140.0,2684.0,1090.0,2010,38.71587365861579,-9.16565363860766,1,0.18460618512,Phd,1,70,19916.0,0.2081241213094999,0.2123920465957019,0.0117493472584856,0.0323860212894155,0.058345049206668,0.0322855995179754,0.1371761397871058,0.1155352480417754,0.0572404097208274,0.1347660172725447,Big Spenders
243,284,Msc. Eugene Culligan,male,1,2,1,2,2794.0,5462.0,8.0,413.0,415.0,1280.0,387.0,1975.0,1437.0,1008.0,2375.0,646.0,2020,38.75530061958355,-9.137142439065736,1,0.3103813141277767,Msc,3,26,17546.0,0.1592385728941069,0.31129602188533,0.0235381283483415,0.023652114442038,0.0729510999658041,0.0220563091302861,0.1125612675253619,0.0818990083209848,0.0574489912230707,0.1353584862646757,Big Spenders
253,295,Msc. Audrey Bartlett,female,0,0,0,2,4618.0,4710.0,14.0,312.0,413.0,492.0,827.0,1134.0,502.0,908.0,810.0,110.0,2011,38.74808171062736,-9.173537258746508,1,0.2948424914445055,Msc,0,31,14726.0,0.3135950020372131,0.3198424555208475,0.0211870161618905,0.0280456335732717,0.0334102947168273,0.0561591742496265,0.0770066548961021,0.0340893657476572,0.061659649599348,0.0550047534972158,Big Spenders
262,306,Msc. Ruth Flinchum,female,2,1,0,2,4210.0,2382.0,11.0,340.0,628.0,1401.0,878.0,2836.0,2708.0,1210.0,1648.0,1353.0,2008,38.766303373983085,-9.133990229658927,1,0.2372279078756333,Msc,3,69,18241.0,0.2307987500685269,0.1305849460007675,0.0186393289841565,0.0344279370648539,0.0768049997258922,0.0481333260237925,0.1554739323502001,0.1484567732032235,0.0663340825612631,0.0903459240173236,Big Spenders
263,307,Bsc. Tobie Hopson,female,0,2,1,2,6481.0,1006.0,7.0,154.0,722.0,596.0,1686.0,1847.0,2476.0,1467.0,2179.0,552.0,2016,38.75215855326266,-9.155576679461984,1,0.2013889251884279,Bsc,2,31,18614.0,0.3481787901579456,0.0540453422155366,0.0082733426453207,0.0387880090254647,0.032018910497475,0.0905769850650048,0.0992263887396583,0.1330181583754163,0.0788116471473084,0.1170624261308692,Big Spenders
265,309,Msc. Cheryl Trexler,female,1,1,1,2,5564.0,4174.0,6.0,400.0,659.0,1204.0,1186.0,1539.0,2232.0,1106.0,1718.0,581.0,2008,38.728854123820376,-9.129150282372905,1,0.1553008433041754,Msc,2,50,19782.0,0.281265797189364,0.210999898897988,0.0202204023860074,0.0333131129309473,0.0608634111818825,0.0599534930745121,0.0777979981801637,0.1128298453139217,0.0559094125973106,0.0868466282479021,Big Spenders
268,312,Phd. Dorothy Reid,female,2,0,1,2,4955.0,2173.0,9.0,407.0,473.0,980.0,1584.0,2411.0,1478.0,1209.0,1919.0,401.0,2007,38.74751357819006,-9.16582306900697,1,0.3394698222907234,Phd,2,53,17589.0,0.2817101597589402,0.1235431235431235,0.0231394621638524,0.0268918073796122,0.0557166410824947,0.0900562851782364,0.1370743078060151,0.0840297913468645,0.0687361419068736,0.1091022798339871,Big Spenders
269,313,Msc. Ramiro Benning,male,1,1,1,3,5126.0,1241.0,17.0,404.0,603.0,1208.0,1360.0,2080.0,1839.0,849.0,1844.0,2117.0,2010,38.74851420216072,-9.180071323394616,1,0.2559974109604874,Msc,2,57,16554.0,0.3096532560106318,0.0749667754017155,0.0244049776489066,0.0364262413918086,0.0729732995046514,0.0821553703032499,0.1256493898755587,0.1110909749909387,0.0512866980790141,0.1113930167935242,Big Spenders
271,316,Bsc. Roberto Bartel,male,1,1,0,1,5235.0,1400.0,9.0,394.0,354.0,482.0,801.0,2001.0,2481.0,1078.0,2079.0,2458.0,2009,38.711213128215896,-9.187638314452371,1,0.3438699513738871,Bsc,2,52,16305.0,0.3210671573137074,0.0858632321373811,0.0241643667586629,0.0217111315547378,0.0295614842072983,0.0491260349586016,0.1227230910763569,0.152161913523459,0.0661146887457835,0.127506899724011,Big Spenders
279,324,Bsc. Anna Green,female,1,0,2,2,5527.0,1179.0,10.0,216.0,607.0,841.0,859.0,2338.0,2005.0,749.0,1768.0,228.0,2012,38.729791860798,-9.1284473181916,1,0.0992756289669346,Bsc,1,34,16089.0,0.3435266331033625,0.0732798806638075,0.0134253216483311,0.0377276400024861,0.0522717384548449,0.0533905152588725,0.1453166759898067,0.1246193051152961,0.0465535459009261,0.1098887438622661,Big Spenders
289,337,Phd. Larry Hoyt,male,0,0,0,1,5504.0,5616.0,8.0,257.0,163.0,457.0,735.0,903.0,872.0,1518.0,1204.0,578.0,2010,38.76343109884023,-9.09497878281873,1,0.139104904673454,Phd,0,32,17229.0,0.319461373266005,0.3259620407452551,0.0149167101979221,0.0094607928492657,0.0265250449822972,0.0426606303325787,0.0524116315514539,0.0506123396598757,0.0881072610134076,0.0698821754019386,Big Spenders
290,338,Bsc. Hope Phillips,female,2,1,0,3,4192.0,1603.0,11.0,290.0,1072.0,1166.0,1527.0,2088.0,1544.0,820.0,2130.0,788.0,2005,38.71591339776394,-9.193474655611414,1,0.2677733434015646,Bsc,3,76,16432.0,0.2551119766309639,0.0975535540408958,0.0176484907497565,0.0652385589094449,0.0709591041869522,0.0929284323271665,0.1270691333982473,0.0939629990262901,0.049902629016553,0.1296251217137293,Big Spenders
297,346,Phd. Ryan Weathers,male,0,0,0,2,4915.0,4315.0,17.0,269.0,235.0,422.0,564.0,1021.0,617.0,326.0,983.0,348.0,2015,38.76322019714679,-9.095964588757884,1,0.2053396170333654,Phd,0,34,13667.0,0.3596253749908539,0.3157240067315431,0.0196824467695909,0.01719470256823,0.0308772956757152,0.0412672861637521,0.0747054949879271,0.0451452403599912,0.0238530767542255,0.0719250749981707,Big Spenders
298,347,Phd. Debbie Cook,female,1,1,0,1,6124.0,1412.0,6.0,424.0,842.0,1358.0,289.0,1467.0,1929.0,915.0,2313.0,1167.0,2002,38.71175856794823,-9.131187923333952,1,0.1617155987368953,Phd,2,53,17073.0,0.3586950155215838,0.0827036841796989,0.0248345340596263,0.0493176360335031,0.079540795407954,0.0169273121302641,0.0859251449657353,0.1129854155684414,0.0535933930767879,0.1354770690564048,Big Spenders
306,357,Msc. John Slaughter,male,0,0,0,1,6452.0,4813.0,9.0,444.0,270.0,428.0,558.0,1025.0,1026.0,996.0,769.0,10.0,2019,38.73633236313222,-9.149505998186072,1,0.3544558253832185,Msc,0,33,16781.0,0.3844824503903223,0.2868124664799475,0.0264584947261784,0.0160896251713247,0.0255050354567665,0.0332518920207377,0.0610809844466956,0.0611405756510339,0.0593528395208867,0.0458256361361063,Big Spenders
310,361,Bsc. Steven Hendrickson,male,0,0,0,1,5561.0,5547.0,17.0,299.0,182.0,559.0,833.0,1943.0,819.0,1116.0,415.0,393.0,2017,38.76325629258445,-9.095055401565483,1,0.1761708985500938,Bsc,0,30,17274.0,0.3219289105013315,0.3211184439041333,0.0173092508973023,0.0105360657635753,0.0323607734166956,0.048222762533287,0.1124811855968507,0.0474122959360889,0.0646057658909343,0.0240245455598008,Big Spenders
311,362,Bsc. Linda Phung,female,0,0,0,1,6449.0,3355.0,15.0,340.0,341.0,493.0,488.0,1200.0,854.0,808.0,625.0,44.0,2018,38.75929801652543,-9.166944512541976,1,0.2901863699914533,Bsc,0,29,14953.0,0.4312846920350431,0.224369691700662,0.0227379121246572,0.0228047883367886,0.032969972580753,0.0326355915200963,0.0802514545576138,0.0571122851601685,0.0540359794021266,0.0417976325820905,Big Spenders
313,364,Phd. Mary Crane,female,1,0,0,3,5497.0,2460.0,10.0,421.0,421.0,515.0,1325.0,1544.0,2273.0,975.0,1792.0,1234.0,2004,38.73143509175384,-9.156229656340672,1,0.1234434711093353,Phd,1,59,17223.0,0.3191662312024618,0.1428322591882947,0.0244440573651512,0.0244440573651512,0.0299018753991755,0.0769320095221506,0.0896475643035475,0.1319746850142251,0.056610346629507,0.104046914010335,Big Spenders
314,366,Phd. Helen Jones,female,1,1,2,1,3497.0,3127.0,7.0,353.0,885.0,1808.0,1343.0,1454.0,2041.0,1186.0,2202.0,1256.0,2012,38.77511291218419,-9.159714830084749,1,0.072223935740809,Phd,2,75,17896.0,0.1954067948144836,0.1747317836388019,0.019725078229772,0.0494523915958873,0.1010281627179257,0.0750447027268663,0.0812472060795708,0.1140478319177469,0.0662717925793473,0.1230442556995976,Big Spenders
315,367,Bsc. Kelley Stump,female,1,1,1,2,4418.0,1094.0,13.0,209.0,348.0,533.0,630.0,2178.0,1582.0,819.0,2482.0,1552.0,2011,38.72329952401589,-9.183320066068749,1,0.2896565391921614,Bsc,2,68,14293.0,0.3091023577975232,0.0765409641083047,0.0146225425033233,0.0243475827328062,0.0372909815993843,0.044077520464563,0.1523822850346323,0.1106835513887917,0.0573007766039319,0.1736514377667389,Big Spenders
