,customer_id,customer_name,customer_gender,kids_home,teens_home,number_complaints,distinct_stores_visited,spend_groceries,spend_electronics,typical_hour,spend_vegetables,spend_nonalcohol_drinks,spend_alcohol_drinks,spend_meat,spend_fish,spend_hygiene,spend_videogames,spend_petfood,total_distinct_products,year_first_transaction,latitude,longitude,has_loyalty_card,treated_percentage_of_products_bought_promotion,Education,Children,Age,Total Amount Spent,percentage_spend_groceries,percentage_spend_electronics,percentage_spend_vegetables,percentage_spend_nonalcohol_drinks,percentage_spend_alcohol_drinks,percentage_spend_meat,percentage_spend_fish,percentage_spend_hygiene,percentage_spend_videogames,percentage_spend_petfood,cluster
89,104,Phd. Brian Stevens,male,3,0,1,1,4110.0,3035.0,16.0,503.0,551.0,332.0,1180.0,882.0,1130.0,699.0,1030.0,395.0,2013,38.75087532917605,-9.109315384472676,1,0.3380594179713628,Phd,3,40,13452.0,0.3055307760927743,0.225617008623253,0.0373922093369015,0.0409604519774011,0.0246803449301219,0.087719298245614,0.0655664585191793,0.084002378828427,0.0519625334522747,0.0765685399940529,Big Families
92,108,Msc. Brittany Vaughan,female,2,2,1,2,5731.0,1137.0,22.0,404.0,473.0,462.0,1028.0,1911.0,1709.0,1065.0,1316.0,697.0,2013,38.74426295296608,-9.156995273542584,1,0.2242321589272252,Msc,4,41,15236.0,0.3761485954318719,0.0746258860593331,0.0265161459700708,0.03104489367288,0.0303229194014176,0.0674717773693883,0.1254266211604095,0.1121685481753741,0.0699002362824888,0.0863743764767655,Big Families
102,121,Msc. Merlyn Lopez,female,2,3,1,1,3314.0,4059.0,16.0,321.0,528.0,342.0,966.0,521.0,1257.0,1360.0,844.0,898.0,2011,38.78324342073373,-9.100461897372467,1,0.2616763691164204,Msc,5,36,13512.0,0.2452634695085849,0.3003996447602131,0.0237566607460035,0.039076376554174,0.0253108348134991,0.0714920071047957,0.0385583185316755,0.0930284191829484,0.1006512729425695,0.0624629958555358,Big Families
112,133,Bsc. Cynthia Thomas,female,0,3,1,1,5558.0,2325.0,24.0,488.0,406.0,417.0,906.0,648.0,1039.0,1163.0,764.0,412.0,2013,38.77406620109261,-9.205329578923015,1,0.2515287098506462,Bsc,3,59,13714.0,0.4052792766515969,0.1695347819746244,0.0355840746682222,0.0296047834329881,0.0304068834767391,0.0660638763307568,0.0472509843955082,0.0757619950415633,0.08480385008021,0.0557094939477905,Big Families
114,135,Msc. Jesse Caballero,male,1,1,2,1,5505.0,2278.0,20.0,412.0,450.0,168.0,1018.0,524.0,863.0,803.0,1136.0,611.0,2011,38.72943242901013,-9.191355473518149,1,0.1111179021894608,Msc,2,51,13157.0,0.4184084517747207,0.1731397735045983,0.0313141293607965,0.0342023257581515,0.0127688682830432,0.0773732613817739,0.0398267082161587,0.0655924602872995,0.0610321501862126,0.0863418712472448,Big Families
128,151,Bsc. Jason Marino,male,2,4,1,1,4446.0,2811.0,13.52057966862436,361.0,376.0,535.0,1367.0,779.0,1207.0,940.0,1363.0,242.0,2013,38.719592297034566,-9.155877383459073,1,0.1744064060953197,Bsc,6,52,14185.0,0.3134296792386323,0.1981670778991892,0.025449418399718,0.026506873457878,0.0377158970743743,0.0963694043003172,0.0549171660204441,0.0850898836799436,0.0662671836446951,0.0960874162848079,Big Families
131,155,Msc. Christopher Blount,male,5,4,1,1,5271.0,638.0,9.0,533.0,406.0,262.0,550.0,1024.0,864.0,1187.0,1176.0,69.0,2011,38.71280820837716,-9.131207006521231,1,0.0741053195417119,Msc,9,81,11911.0,0.4425321131726975,0.0535639324993703,0.0447485517588783,0.0340861388632356,0.0219964738477038,0.0461758038787675,0.0859709512215599,0.0725379900931911,0.0996557803710855,0.0987322642935102,Big Families
144,169,Msc. Viola Mann,female,2,0,1,1,4576.0,1763.0,15.0,712.0,429.0,194.0,1381.0,726.0,782.0,1212.0,792.0,604.0,2013,38.75154403248492,-9.067823503709706,1,0.0712468423384569,Msc,2,43,12567.0,0.3641282724596164,0.1402880560197342,0.0566563221134717,0.034137025543089,0.0154372563061987,0.1098909843240232,0.0577703509190737,0.0622264661414816,0.0964430651706851,0.0630222010026259,Big Families
150,177,Msc. Kathryn Hilburn,female,3,3,1,1,4749.0,1395.0,9.0,554.0,722.0,206.0,945.0,835.0,1299.0,1197.0,780.0,483.0,2009,38.74896152554368,-9.127462365648183,1,0.2235127802672604,Msc,6,68,12682.0,0.3744677495663144,0.1099984229616779,0.0436839615202649,0.0569310834253272,0.0162434947169216,0.0745150607159754,0.0658413499448036,0.102428639015928,0.0943857435735688,0.0615044945592177,Big Families
154,181,Msc. Lawrence Grimm,male,3,1,1,1,4336.0,2918.0,9.0,528.0,439.0,279.0,560.0,1177.0,619.0,1033.0,682.0,463.0,2011,38.77345581353195,-9.198015429125777,1,0.2230427331360704,Msc,4,57,12571.0,0.3449208495744173,0.2321215495982817,0.0420014318669954,0.0349216450560814,0.0221939384297191,0.0445469731922679,0.0936281918701773,0.049240315010739,0.0821732559064513,0.0542518494948691,Big Families
156,184,Bsc. Melissa Ferreira,female,0,2,1,1,5530.0,1300.0,15.0,493.0,581.0,419.0,603.0,1066.0,1229.0,1323.0,1372.0,1105.0,2010,38.73743272454932,-9.170725288400869,1,0.2408328366848715,Bsc,2,56,13916.0,0.39738430583501,0.0934176487496407,0.035426846795056,0.0417505030181086,0.0301092267893072,0.0433314170738718,0.0766024719747053,0.0883156079333141,0.0950704225352112,0.0985915492957746,Big Families
159,187,Msc. Tish Dirks,female,6,1,1,2,4669.0,1520.0,9.0,487.0,541.0,124.0,1543.0,268.0,986.0,399.0,806.0,756.0,2017,38.78222777642379,-9.153175558207645,1,0.2402945883293282,Msc,7,32,11343.0,0.4116195010138411,0.134003350083752,0.0429339680860442,0.047694613417967,0.0109318522436745,0.1360310323547562,0.0236269064621352,0.0869258573569602,0.0351758793969849,0.0710570395838843,Big Families
176,205,Msc. John Conrad,male,3,1,1,1,5304.0,2743.0,19.0,509.0,478.0,455.0,1610.0,1313.0,810.0,841.0,1572.0,255.0,2009,38.77297245173538,-9.180159469996436,1,0.214951184222818,Msc,4,37,15635.0,0.3392388871122481,0.1754397185801087,0.0325551646945954,0.0305724336424688,0.0291013751199232,0.1029740965781899,0.0839782539174928,0.0518068436200831,0.0537895746722097,0.1005436520626798,Big Families
183,214,Msc. Donovan Denney,male,3,1,1,1,4497.0,2370.0,9.0,577.0,628.0,386.0,812.0,998.0,791.0,739.0,1432.0,302.0,2005,38.77946114988691,-9.117960376635583,1,0.2182297247727947,Msc,4,62,13230.0,0.3399092970521541,0.1791383219954648,0.0436130007558578,0.0474678760393046,0.0291761148904006,0.0613756613756613,0.0754346182917611,0.0597883597883597,0.0558578987150415,0.1082388510959939,Big Families
185,216,Phd. James Bidwell,male,1,2,1,1,5797.0,3152.0,16.0,635.0,510.0,509.0,23.0,1184.0,326.0,689.0,885.0,328.0,2009,38.718817630715954,-9.211376216312676,1,0.1476565743516621,Phd,3,74,13710.0,0.4228300510576221,0.2299051787016776,0.0463165572574762,0.037199124726477,0.037126185266229,0.0016776075857038,0.086360320933625,0.023778264040846,0.0502552881108679,0.0645514223194748,Big Families
191,224,Phd. Billie Lopez,female,1,4,1,1,4274.0,1732.0,9.0,524.0,593.0,228.0,712.0,560.0,1206.0,1235.0,935.0,576.0,2009,38.77258022747088,-9.169689244428753,1,0.0099171974363232,Phd,5,36,11999.0,0.356196349695808,0.1443453621135094,0.0436703058588215,0.0494207850654221,0.0190015834652887,0.0593382781898491,0.0466705558796566,0.1005083756979748,0.1029252437703141,0.0779231602633552,Big Families
192,225,Msc. Scott Grinnell,male,3,0,1,1,5410.0,1910.0,23.0,560.0,505.0,75.0,1098.0,1119.0,1231.0,768.0,927.0,586.0,2007,38.70592222824892,-9.202315579877784,1,0.261315969418464,Msc,3,62,13603.0,0.3977063882966992,0.1404102036315518,0.0411673895464235,0.0371241637873998,0.005513489671396,0.0807174887892376,0.0822612658972285,0.0904947438065132,0.0564581342350952,0.0681467323384547,Big Families
197,233,Msc. Georgia Crudup,female,5,1,0,1,5109.0,1258.0,6.0,393.0,562.0,156.0,763.0,1417.0,979.0,603.0,784.0,411.0,2016,38.75621987916744,-9.144614857924337,1,0.1711271272669632,Msc,6,46,12024.0,0.4249001996007984,0.1046240851630073,0.0326846307385229,0.0467398536260811,0.0129740518962075,0.0634564204923486,0.1178476380572189,0.081420492348636,0.0501497005988023,0.0652029274783765,Big Families
213,251,Phd. Renee Robinson,female,3,2,1,1,5518.0,2065.0,19.0,462.0,407.0,144.0,849.0,787.0,1152.0,1053.0,755.0,827.0,2010,38.69942502409842,-9.15893629749527,1,0.2259936242888383,Phd,5,74,13192.0,0.4182838083687083,0.156534263189812,0.0350212249848393,0.0308520315342631,0.010915706488781,0.0643571861734384,0.0596573681018799,0.0873256519102486,0.0798211036992116,0.0572316555488174,Big Families
214,252,Phd. Orville Hogue,male,5,1,2,1,3854.0,1027.0,21.0,615.0,562.0,177.0,1109.0,696.0,893.0,1179.0,1020.0,601.0,2010,38.73419192412883,-9.178981354049029,1,0.3092758935282743,Phd,6,55,11132.0,0.3462091268415379,0.0922565576715774,0.0552461372619475,0.0504850880344951,0.015900107797341,0.0996227093065037,0.0625224577793747,0.0802191879266978,0.1059108875314408,0.0916277398490837,Big Families
215,253,Msc. Sharon Armstead,female,2,1,1,1,4299.0,3006.0,19.0,341.0,714.0,273.0,957.0,1557.0,1895.0,829.0,699.0,198.0,2013,38.74912250194994,-9.201150880201876,1,0.354219474240016,Msc,3,46,14570.0,0.2950583390528483,0.2063143445435827,0.0234042553191489,0.0490048043925875,0.0187371310912834,0.0656829100892244,0.1068634179821551,0.1300617707618394,0.0568977350720658,0.0479752916952642,Big Families
218,257,Bsc. Darrell Wachter,male,5,3,1,1,5414.0,3288.0,13.0,619.0,524.0,372.0,1392.0,619.0,730.0,1128.0,759.0,194.0,2010,38.71218036437664,-9.176530115143054,1,0.1987920338405438,Bsc,8,70,14845.0,0.3647019198383294,0.221488716739643,0.0416975412596834,0.0352980801616705,0.0250589424048501,0.0937689457729875,0.0416975412596834,0.0491748063320983,0.0759851801953519,0.0511283260357022,Big Families
220,259,Phd. Robbie Mcdaniel,female,1,2,1,1,5441.0,1374.0,16.0,545.0,683.0,240.0,673.0,1311.0,829.0,783.0,1065.0,621.0,2008,38.73859971981935,-9.215142464488345,1,0.1095851202603653,Phd,3,70,12944.0,0.420349196538937,0.1061495673671199,0.0421044499381953,0.052765760197775,0.0185414091470951,0.0519932014833127,0.1012824474660074,0.0640451174289246,0.060491347342398,0.0822775030902348,Big Families
224,263,Msc. Edna Sloan,female,1,3,1,1,3335.0,2431.0,20.0,409.0,571.0,278.0,744.0,872.0,1534.0,1150.0,323.0,540.0,2012,38.73726817450652,-9.185908649557934,1,0.1270772347462594,Msc,4,67,11647.0,0.2863398299991414,0.2087232763801837,0.0351163389714089,0.0490255001287885,0.0238688074182192,0.063879110500558,0.0748690649952777,0.131707735897656,0.098737872413497,0.0277324632952691,Big Families
226,265,Phd. Harry Pacific,male,3,1,1,1,4576.0,1636.0,23.0,508.0,395.0,259.0,895.0,717.0,1128.0,1210.0,670.0,303.0,2018,38.7530113646113,-9.143848910402465,1,0.1101931378662788,Phd,4,28,11994.0,0.3815240953810238,0.1364015341003835,0.0423545105886276,0.0329331332332833,0.0215941303985326,0.0746206436551609,0.0597798899449724,0.0940470235117558,0.1008837752209438,0.0558612639653159,Big Families
229,268,Phd. Richard Defalco,male,6,3,1,1,5296.0,3517.0,20.0,574.0,599.0,481.0,1458.0,650.0,661.0,860.0,1447.0,902.0,2007,38.72199499305672,-9.140673088410578,1,0.2724602896126719,Phd,9,45,15543.0,0.3407321623882133,0.2262754937914173,0.0369298076304445,0.0385382487293315,0.030946406742585,0.0938042848870874,0.0418194685710609,0.0425271826545711,0.0553303738017113,0.0930965708035771,Big Families
230,270,Bsc. Dee Kinroth,female,5,1,1,1,4243.0,4208.0,23.0,565.0,593.0,183.0,1314.0,297.0,333.0,1087.0,367.0,814.0,2012,38.78765570437943,-9.201698611664035,1,0.1409141474890256,Bsc,6,58,13190.0,0.3216830932524639,0.3190295678544352,0.0428354814253222,0.0449583017437452,0.013874147081122,0.0996209249431387,0.0225170583775587,0.0252463987869598,0.0824109173616376,0.0278241091736163,Big Families
245,286,Msc. Jasper Walker,male,2,2,1,1,5879.0,1180.0,20.0,645.0,529.0,300.0,353.0,1279.0,769.0,1095.0,1323.0,46.0,2008,38.74898116705664,-9.12003499586348,1,0.2317520503732344,Msc,4,72,13352.0,0.4403085680047933,0.0883762732174955,0.0483073696824445,0.039619532654284,0.0224685440383463,0.0264379868184541,0.0957908927501497,0.057594367884961,0.082010185739964,0.0990862792091072,Big Families
250,291,Phd. Leon Casper,male,2,1,1,1,5307.0,1647.0,24.0,435.0,625.0,369.0,589.0,756.0,1184.0,1101.0,706.0,566.0,2011,38.79571363891503,-9.15719518152661,1,0.2065732801889455,Phd,3,83,12719.0,0.4172497837880336,0.1294913122100794,0.0342008019498388,0.0491390832612626,0.0290117147574494,0.0463086720654139,0.0594386351128233,0.093089079330136,0.0865634090730403,0.0555075084519223,Big Families
267,311,Phd. Jaclyn Bonham,female,0,2,1,1,5500.0,1956.0,13.0,630.0,526.0,127.0,1006.0,849.0,1039.0,1459.0,1276.0,685.0,2006,38.80260971930965,-9.078005887182556,1,0.1591477526075727,Phd,2,81,14368.0,0.3827951002227171,0.1361358574610245,0.0438474387527839,0.036609131403118,0.0088390868596881,0.0700167037861915,0.0590896436525612,0.0723134743875278,0.1015451002227171,0.0888084632516703,Big Families
274,319,Bsc. Christopher Boyle,male,2,3,1,1,3882.0,2507.0,13.52057966862436,589.0,402.0,189.0,1472.0,1010.0,1283.0,834.0,1124.0,836.0,2012,38.74673502806789,-9.19478351844509,1,0.0588966963407644,Bsc,5,68,13292.0,0.2920553716521216,0.1886096900391212,0.0443123683418597,0.0302437556424917,0.0142190791453505,0.1107433042431537,0.0759855552211856,0.0965242250978031,0.0627445079747216,0.0845621426421908,Big Families
280,326,Bsc. Ryan Webb,male,2,1,1,1,4583.0,2208.0,15.0,558.0,457.0,242.0,1071.0,1471.4238457539814,1230.0,927.0,1894.0,307.0,2013,38.69875779658894,-9.136414063556664,1,0.3250188092808085,Bsc,3,67,14641.42384575398,0.3130160050198309,0.1508050052550265,0.0381110475236887,0.0312128113231644,0.0165284471339295,0.0731486234728865,0.1004973191989585,0.0840082230360881,0.0633135144345152,0.1293590036019113,Big Families
284,330,Phd. Donald Funes,male,5,2,0,2,5463.0,3664.0,16.0,456.0,255.0,267.0,1556.0,929.0,706.0,646.0,1181.0,313.0,2014,38.72521067433142,-9.194587790164388,1,0.3108883376886479,Phd,7,50,15123.0,0.3612378496330093,0.2422799709052436,0.0301527474707399,0.0168617337829795,0.0176552271374727,0.1028896382992792,0.0614296105270118,0.0466838590226806,0.0427163922502149,0.0780929709713681,Big Families
286,334,Bsc. Annette Connolly,female,0,1,1,1,5259.0,3080.0,15.0,616.0,498.0,265.0,1248.0,1198.0,1705.0,1227.0,1389.0,84.0,2008,38.79040497841972,-9.175937621107831,1,0.0930753765410261,Bsc,1,51,16485.0,0.31901728844404,0.1868365180467091,0.0373673036093418,0.0302092811646951,0.0160752198968759,0.075705186533212,0.0726721261753109,0.1034273582044282,0.0744313011828935,0.0842584167424931,Big Families
294,343,Phd. Constance Hollis,female,3,2,1,1,5689.0,475.0,18.0,407.0,712.0,194.0,1020.0,927.0,792.0,832.0,981.0,718.0,2006,38.7657499834616,-9.190910814524775,1,0.128696478502106,Phd,5,43,12029.0,0.472940394047718,0.0394879042314406,0.0338348989940976,0.0591902901321805,0.0161276914124199,0.0847950785601463,0.07706376257378,0.0658408845290547,0.0691661817274919,0.0815529137916701,Big Families
308,359,Msc. Daniel Moores,male,3,3,1,1,5373.0,1851.0,19.0,696.0,716.0,363.0,455.0,1471.4238457539814,1423.0,1245.0,1246.0,360.0,2007,38.7388458566068,-9.189068470726545,1,0.0473947363901883,Msc,6,47,14839.42384575398,0.3620760519982979,0.1247353009955051,0.046902090487775,0.0482498517086881,0.0244618661595723,0.0306615677757724,0.0991563999416999,0.0958932108679653,0.0838981360018389,0.0839655240628846,Big Families
326,379,Msc. Rosemary Ho,female,2,4,1,2,6618.0,117.0,16.0,507.0,539.0,162.0,941.0,889.0,1244.0,1106.0,968.0,1138.0,2012,38.72731008738996,-9.155053554623043,1,0.3151828405670372,Msc,6,30,13091.0,0.5055381559850279,0.0089374379344587,0.038728897715988,0.0411733251852417,0.0123749140630967,0.0718814452677411,0.0679092506302039,0.095027117867237,0.0844855244060805,0.0739439309449239,Big Families
328,382,Phd. Harold Corbo,male,2,1,1,1,5670.0,2191.0,21.0,384.0,575.0,434.0,521.0,561.0,1290.0,1028.0,1216.0,307.0,2005,38.75655752915546,-9.17023685041516,1,0.068141385924148,Phd,3,73,13870.0,0.4087959625090122,0.1579668348954578,0.0276856524873828,0.0414563806777217,0.0312905551550108,0.0375630857966834,0.0404470079307858,0.0930064888248017,0.0741167988464311,0.0876712328767123,Big Families
333,387,Bsc. Madge Gomez,female,2,3,1,1,4282.0,1953.0,16.0,456.0,292.0,372.0,1056.0,35.0,1457.0,1392.0,753.0,397.0,2015,38.72739889172323,-9.10298039870057,1,0.1072159430970889,Bsc,5,31,12048.0,0.3554116865869854,0.162101593625498,0.0378486055776892,0.0242363877822045,0.0308764940239043,0.0876494023904382,0.0029050464807436,0.1209329349269588,0.1155378486055776,0.0625,Big Families
345,400,Phd. Robert Huff,male,0,2,1,1,4349.0,2456.0,12.0,598.0,567.0,336.0,1432.0,794.0,1119.0,1015.0,1470.0,365.0,2020,38.70128152906219,-9.192809884737636,1,0.3987144676728855,Phd,2,26,14136.0,0.3076542161856253,0.1737408036219581,0.0423033389926428,0.0401103565365025,0.0237691001697792,0.1013016411997736,0.0561686474250141,0.0791595925297113,0.0718024900962082,0.1039898132427843,Big Families
349,404,Bsc. David Garza,male,0,3,0,1,5867.0,2079.0,14.0,458.0,384.0,198.0,1162.0,707.0,1433.0,1559.0,1343.0,673.0,2010,38.70742724928353,-9.191633936362594,1,0.3572040229242593,Bsc,3,68,15190.0,0.3862409479921,0.1368663594470046,0.0301514154048716,0.0252797893350888,0.0130348913759052,0.0764976958525345,0.0465437788018433,0.0943383805134957,0.1026333113890717,0.0884134298880842,Big Families
351,406,Phd. Nellie Campbell,female,1,3,1,1,4784.0,1667.0,24.0,563.0,608.0,306.0,701.0,617.0,473.0,1185.0,1143.0,280.0,2010,38.73556960975446,-9.18020446738216,1,0.1641667695927346,Phd,4,53,12047.0,0.397111314020088,0.1383746990952104,0.0467336266290362,0.0504689964306466,0.0254005146509504,0.058188760687308,0.0512160703909687,0.0392628870258155,0.0983647381090728,0.0948783929609031,Big Families
353,410,Msc. William Scerbo,male,4,2,1,1,4796.0,3808.0,21.0,618.0,633.0,96.0,438.0,514.0,1092.0,1255.0,1348.0,1005.0,2014,38.73138501583836,-9.15003171451052,1,0.4312554096503095,Msc,6,35,14598.0,0.3285381559117687,0.2608576517331141,0.042334566378956,0.0433621043978627,0.0065762433210028,0.0300041101520756,0.0352103027812029,0.0748047677764077,0.0859706809151938,0.0923414166324154,Big Families
361,421,Phd. Jeffery Jimenez,male,4,4,1,1,4035.0,2877.0,20.0,398.0,395.0,270.0,632.0,30.0,1308.0,632.0,1133.0,980.0,2007,38.74463531944354,-9.080067777110507,1,0.2471137109322872,Phd,8,65,11710.0,0.3445772843723313,0.2456874466268147,0.0339880444064901,0.033731853116994,0.0230572160546541,0.0539709649871904,0.0025619128949615,0.1116994022203245,0.0539709649871904,0.0967549103330486,Big Families
363,424,Phd. Minnie Walker,female,0,1,1,2,3896.0,3615.0,24.0,446.0,467.0,300.0,952.0,1441.0,1936.0,715.0,736.0,302.0,2018,38.74250672616643,-9.225323581017651,1,0.1396953576986376,Phd,1,28,14504.0,0.26861555432984,0.2492415885273028,0.030750137892995,0.0321980143408714,0.0206839492553778,0.0656370656370656,0.0993519029233315,0.1334804191947049,0.0492967457253171,0.0507446221731936,Big Families
365,426,Phd. Nora Mayall,female,3,3,1,1,5135.0,1692.0,11.0,439.0,418.0,280.0,273.0,1554.0,437.0,1028.0,1502.0,690.0,2010,38.73322024297912,-9.073032274105172,1,0.3992772337980639,Phd,6,76,12758.0,0.4024925536918012,0.1326226681298009,0.0344097820975074,0.0327637560746198,0.0219470136385013,0.0213983382975388,0.1218059256936824,0.0342530177143752,0.0805768929299263,0.1177300517322464,Big Families
370,433,Bsc. Gerald Mitchell,male,2,2,1,2,4868.0,1865.0,18.0,639.0,603.0,294.0,1191.0,1343.0,322.0,1372.0,1059.0,739.0,2011,38.76279779302404,-9.172693672461978,1,0.2112059645804724,Bsc,4,54,13556.0,0.3591029802301564,0.1375774564768368,0.0471377987606963,0.0444821481262909,0.021687813514311,0.0878577751549129,0.0990705222779581,0.023753319563293,0.101209796400118,0.0781203894954263,Big Families
374,437,Msc. Kristin Smith,female,5,4,1,2,5402.0,3197.0,21.0,559.0,595.0,258.0,810.0,897.0,908.0,420.0,994.0,447.0,2015,38.69892498358593,-9.179813081277924,1,0.2350010441047796,Msc,9,61,14040.0,0.3847578347578347,0.2277065527065527,0.0398148148148148,0.0423789173789173,0.0183760683760683,0.0576923076923076,0.0638888888888888,0.0646723646723646,0.0299145299145299,0.0707977207977208,Big Families
378,441,Bsc. Henry Gutierrez,male,4,4,1,1,4307.0,2127.0,16.0,413.0,311.0,274.0,983.0,629.0,730.0,1096.0,680.0,701.0,2012,38.76644083052902,-9.115116017824926,1,0.201866637394458,Bsc,8,65,11550.0,0.3729004329004329,0.1841558441558441,0.0357575757575757,0.0269264069264069,0.0237229437229437,0.0851082251082251,0.0544588744588744,0.0632034632034632,0.0948917748917748,0.0588744588744588,Big Families
379,443,Phd. Bryan Gable,male,0,2,1,1,4417.0,2287.0,16.0,584.0,437.0,232.0,678.0,889.0,1653.0,1134.0,704.0,35.0,2011,38.76553593394183,-9.183799336679527,1,0.0701691430911117,Phd,2,46,13015.0,0.3393776411832501,0.1757203227045716,0.0448713023434498,0.0335766423357664,0.0178255858624663,0.0520937379946215,0.0683058009988474,0.1270072992700729,0.0871302343449865,0.0540914329619669,Big Families
