,customer_id,customer_name,customer_gender,kids_home,teens_home,number_complaints,distinct_stores_visited,spend_groceries,spend_electronics,typical_hour,spend_vegetables,spend_nonalcohol_drinks,spend_alcohol_drinks,spend_meat,spend_fish,spend_hygiene,spend_videogames,spend_petfood,total_distinct_products,year_first_transaction,latitude,longitude,has_loyalty_card,treated_percentage_of_products_bought_promotion,Education,Children,Age,Total Amount Spent,percentage_spend_groceries,percentage_spend_electronics,percentage_spend_vegetables,percentage_spend_nonalcohol_drinks,percentage_spend_alcohol_drinks,percentage_spend_meat,percentage_spend_fish,percentage_spend_hygiene,percentage_spend_videogames,percentage_spend_petfood
10,811,Beth`s Fishy,female,0,0,0,1,11576.0,92.0,8.0,588.0,139.0,98.0,36.0,38868.0,24.0,0.0,0.0,17.0,2017,39.356679815521694,-9.382173726106542,1,0.3323417548944332,No Degree,0,37,51421.0,0.2251220318546897,0.0017891522918651,0.011435016821921,0.002703175745318,0.0019058361369868,0.0007001030707298,0.7558779486980027,0.0004667353804865,0.0,0.0
11,859,Curtis`s Fishy,male,0,0,1,1,11784.0,42.0,9.0,194.0,220.0,71.0,112.0,39804.0,60.0,0.0,0.0,6.0,2011,39.357120363321336,-9.381486452440404,1,0.3567297997243844,No Degree,0,65,52287.0,0.2253715072580182,0.0008032589362556,0.0037102912769904,0.0042075468089582,0.0013578901065274,0.0021420238300151,0.7612599690171553,0.0011475127660795,0.0,0.0
12,985,Luis`s Fishy,male,0,0,1,1,12138.0,153.0,9.0,670.0,272.0,151.0,63.0,35367.0,59.0,0.0,0.0,26.0,2010,39.356237664922126,-9.382011937570637,1,0.2534887539209757,No Degree,0,64,48873.0,0.2483579890737217,0.0031305628874838,0.0137090008798314,0.0055654451333046,0.0030896404967978,0.001289055306611,0.7236510956970106,0.0012072105252388,0.0,0.0
13,1366,Tom`s Fishy,male,0,0,1,1,14116.0,127.0,17.0,480.0,339.0,51.0,84.0,39700.0,65.0,0.0,0.0,22.0,2010,38.9631625545037,-9.417218448145393,1,0.4949405510819111,No Degree,0,59,54962.0,0.2568319930133547,0.0023106873840107,0.0087333066482296,0.0061678978203122,0.0009279138313744,0.0015283286634401,0.7223172373639969,0.0011826352752811,0.0,0.0
14,1461,Alice`s Fishy,female,0,0,1,1,11036.0,202.0,6.0,507.0,316.0,82.0,96.0,43637.0,100.0,0.0,0.0,40.0,2020,38.96376208550242,-9.416958959171495,1,0.0494504267728536,No Degree,0,26,55976.0,0.1971559239674146,0.0036086894383307,0.009057453194226,0.0056452765470916,0.0014649135343718,0.001715020723167,0.7795662426754323,0.0017864799199656,0.0,0.0
15,1467,Ruby`s Fishy,female,0,0,0,1,10020.0,211.0,7.0,372.0,312.0,94.0,67.0,35601.0,149.0,0.0,0.0,31.0,2013,38.96237887623124,-9.416375559503866,1,0.2735026463289024,No Degree,0,42,46826.0,0.2139836842779652,0.0045060436509631,0.0079443044462478,0.0066629650194336,0.0020074317686755,0.0014308290266091,0.7602827489001837,0.0031819929099218,0.0,0.0
16,1483,Ryan`s Fishy,male,0,0,1,1,13188.0,120.0,9.0,300.0,344.0,141.0,86.0,41404.0,60.0,0.0,0.0,6.0,2004,38.96365303483279,-9.417378157176351,1,0.8692257107983918,No Degree,0,47,55643.0,0.2370109447729274,0.0021566055029383,0.0053915137573459,0.0061822691084233,0.0025340114659525,0.0015455672771058,0.7441007853638373,0.0010783027514691,0.0,0.0
17,1488,Pamela`s Fishy,female,0,0,0,1,15079.0,231.0,17.0,220.0,390.0,81.0,43.0,37001.0,81.0,0.0,0.0,14.0,2009,38.96356373319574,-9.41746279547715,1,0.3981424128078796,No Degree,0,68,53126.0,0.2838346572299816,0.0043481534465233,0.0041410985204984,0.0073410382863381,0.0015246771825471,0.0008093965290065,0.6964763016225577,0.0015246771825471,0.0,0.0
18,1693,Bess`s Fishy,female,0,0,0,1,19748.0,36.0,17.0,505.0,458.0,143.0,39.0,35734.0,147.0,0.0,0.0,7.0,2009,38.96409408575972,-9.416636731999557,1,0.7564684222538882,No Degree,0,50,56810.0,0.3476148565393416,0.0006336912515402,0.0088892800563281,0.0080619609223728,0.0025171624713958,0.0006864988558352,0.6290089772927302,0.0025875726104559,0.0,0.0
19,1789,Felipe`s Fishy,male,0,0,0,1,11997.0,72.0,17.0,513.0,281.0,143.0,138.0,39076.0,15.0,0.0,0.0,10.0,2011,39.3570857668773,-9.380656078466528,1,0.5295164864687549,No Degree,0,77,52235.0,0.229673590504451,0.0013783861395615,0.0098210012443763,0.0053795347946778,0.0027376280271848,0.002641906767493,0.7480807887431798,0.0002871637790753,0.0,0.0
20,1830,Alejandro`s Fishy,male,0,0,1,1,13810.0,578.0,6.0,925.0,439.0,152.0,37.0,43232.0,150.0,0.0,0.0,29.0,2023,39.35710828111099,-9.380403869771166,1,0.1341846371427567,No Degree,0,24,59323.0,0.2327933516511302,0.0097432698953188,0.0155926032061763,0.0074001651973096,0.0025622439863122,0.000623704128247,0.7287561316858554,0.0025285302496502,0.0,0.0
21,1850,Julianna`s Fishy,female,0,0,1,1,11596.0,93.0,9.0,301.0,160.0,136.0,126.0,39259.0,17.0,0.0,0.0,33.0,2004,39.35671918056265,-9.38116257750083,1,0.4609691170814328,No Degree,0,44,51688.0,0.2243460764587525,0.0017992570809472,0.0058234019501625,0.0030954960532425,0.0026311716452561,0.0024377031419284,0.7595379972140536,0.000328896455657,0.0,0.0
22,2179,Daisy`s Fishy,female,0,0,1,1,16723.0,99.0,7.0,305.0,313.0,123.0,102.0,39313.0,182.0,0.0,0.0,31.0,2012,38.96300547962434,-9.416972811960838,1,0.7723746275724892,No Degree,0,64,57160.0,0.2925647305808257,0.0017319804058782,0.0053358992302309,0.0054758572428271,0.0021518544436669,0.0017844646606018,0.6877711686494051,0.003184044786564,0.0,0.0
23,2428,Vicki`s Fishy,female,0,0,0,1,14386.0,64.0,17.0,640.0,274.0,197.0,17.0,44927.0,24.0,0.0,0.0,34.0,2010,38.96225026855161,-9.416771029398843,1,0.4854835440854713,No Degree,0,47,60529.0,0.2376711989294387,0.0010573444134216,0.0105734441342166,0.0045267557699615,0.0032546382725635,0.0002808571098151,0.7422392572155496,0.0003965041550331,0.0,0.0
24,2715,June`s Fishy,female,0,0,0,1,12565.0,204.0,8.0,449.0,323.0,112.0,109.0,34719.0,81.0,0.0,0.0,39.0,2006,38.96366500753041,-9.417299462894697,1,0.6401922593230323,No Degree,0,69,48562.0,0.2587414027428854,0.0042008154524113,0.0092459124418269,0.0066512911329846,0.0023063300523042,0.0022445533544746,0.7149417239817141,0.0016679708413986,0.0,0.0
25,3000,Thelma`s Fishy,female,0,0,1,1,15400.0,297.0,8.0,339.0,324.0,82.0,129.0,35115.0,101.0,0.0,0.0,3.0,2008,38.96286802471516,-9.416310699252993,1,0.5561421652156479,No Degree,0,47,51787.0,0.2973719273176666,0.0057350300268407,0.0065460443740707,0.0062563963929171,0.0015834089636395,0.0024909726379207,0.6780659238805106,0.001950296406434,0.0,0.0
26,3090,Edward`s Fishy,male,1,0,0,1,15492.0,232.0,17.0,722.0,396.0,75.0,22.0,41409.0,133.0,0.0,0.0,17.0,2010,38.96235214423792,-9.417758805076488,1,0.2227658840550754,No Degree,1,62,58481.0,0.2649065508455738,0.0039671004257793,0.012345890118158,0.006771430037106,0.0012824678100579,0.000376190557617,0.708076127289205,0.0022742429165027,0.0,0.0
27,3092,Richard`s Fishy,male,0,0,1,1,11988.0,74.0,6.0,466.0,307.0,105.0,91.0,40023.0,150.0,0.0,0.0,27.0,2010,39.35664706677535,-9.382114791051375,1,0.3754872671011436,No Degree,0,49,53204.0,0.2253214044056838,0.0013908728667017,0.008758739944365,0.0057702428388842,0.0019735358243741,0.0017103977144575,0.7522554695135704,0.002819336891963,0.0,0.0
28,3096,Rebecca`s Fishy,female,0,0,0,1,13812.0,107.0,7.0,168.0,436.0,75.0,92.0,44248.0,71.0,0.0,0.0,8.0,2012,38.96237633153518,-9.417494139550204,1,0.5237415406783417,No Degree,0,38,59009.0,0.2340659899337389,0.0018132827195851,0.0028470233354234,0.0073887034181226,0.0012709925604568,0.0015590842074937,0.7498517175346133,0.0012032062905658,0.0,0.0
29,3245,Julia`s Fishy,female,0,0,1,1,13837.0,583.0,11.0,823.0,217.0,97.0,139.0,36787.0,76.0,0.0,0.0,20.0,2011,39.35605725028087,-9.382158498577944,1,0.7425202886163709,No Degree,0,49,52559.0,0.2632660438745029,0.0110922962765653,0.0156585932000228,0.0041286934682927,0.001845545006564,0.0026446469681691,0.6999181871801214,0.0014459940257615,0.0,0.0
30,3353,Jean`s Fishy,female,0,0,1,1,16520.0,424.0,6.0,1184.0,210.0,49.0,4.0,45522.0,58.0,0.0,0.0,6.0,2003,38.96310575691434,-9.417527767631176,1,0.3510776075350256,No Degree,0,76,63971.0,0.2582420159134608,0.0066280033140016,0.0185083866126838,0.0032827374904253,0.0007659720810992,6.252833315095903e-05,0.7116036954244892,0.0009066608306889,0.0,0.0
31,3373,Seth`s Fishy,male,1,0,1,1,13339.0,407.0,6.0,409.0,256.0,174.0,60.0,43764.0,87.0,0.0,0.0,16.0,2007,39.35750817197884,-9.381705250713583,1,0.2807916127459645,No Degree,1,72,58496.0,0.2280326859956236,0.0069577407002188,0.00699193107221,0.0043763676148796,0.0029745623632385,0.0010257111597374,0.7481537199124726,0.0014872811816192,0.0,0.0
32,3380,Samuel`s Fishy,male,0,0,0,1,16614.0,97.0,6.0,179.0,422.0,18.0,131.0,45222.0,118.0,0.0,0.0,7.0,2015,38.964006094505365,-9.418047873980209,1,0.4710042043230928,No Degree,0,36,62801.0,0.2645499275489243,0.0015445613923345,0.0028502730848234,0.0067196382223213,0.0002866196398146,0.0020859540453177,0.7200840750943456,0.0018789509721182,0.0,0.0
33,3409,William`s Fishy,male,0,0,0,1,14358.0,106.0,9.0,98.0,126.0,61.0,109.0,33484.0,81.0,0.0,0.0,21.0,2007,38.96380645727439,-9.416252475579054,1,0.4464195663619371,No Degree,0,65,48423.0,0.2965119881048262,0.0021890423972079,0.0020238316502488,0.0026020692646056,0.001259731945563,0.0022509964273175,0.6914895813972699,0.0016727588129607,0.0,0.0
34,3455,Diana`s Fishy,female,0,0,1,1,13449.0,383.0,7.0,117.0,227.0,28.0,116.0,36783.0,104.0,0.0,0.0,30.0,2011,38.9628060209108,-9.41639787405386,1,0.7532102562878278,No Degree,0,52,51207.0,0.2626398734548011,0.007479446169469,0.0022848438690022,0.0044329876774659,0.0005468002421543,0.0022653152889253,0.7183197609701799,0.002030972328002,0.0,0.0
35,3490,Rita`s Fishy,female,0,0,1,1,12620.0,71.0,9.0,11.0,427.0,33.0,86.0,41717.0,61.0,0.0,0.0,23.0,2008,39.35732505009159,-9.381061187249578,1,0.5823214372740778,No Degree,0,71,55026.0,0.2293461272852833,0.0012902991313197,0.0001999054992185,0.0077599680151201,0.0005997164976556,0.001562897539345,0.7581325191727547,0.0011085668593028,0.0,0.0
36,3506,Richard`s Fishy,male,0,0,0,1,15463.0,153.0,7.0,898.0,320.0,84.0,60.0,42020.0,103.0,0.0,0.0,40.0,2014,39.356343930703865,-9.380446974390736,1,0.2027901377228353,No Degree,0,31,59101.0,0.261636858936397,0.0025887886837786,0.0151943283531581,0.0054144599922167,0.0014212957479568,0.0010152112485406,0.7109862777279572,0.0017427793099947,0.0,0.0
37,3647,Hector`s Fishy,male,0,0,0,1,13846.0,129.0,13.52057966862436,803.0,241.0,70.0,95.0,35938.0,109.0,0.0,0.0,19.0,2008,39.35589819172834,-9.382044155661704,1,0.4504822251745908,No Degree,0,71,51231.0,0.2702660498526283,0.0025180066756456,0.015674103570104,0.0047041830141906,0.0013663602115906,0.0018543460014444,0.7014893326306338,0.0021276180437625,0.0,0.0
38,3653,Frederick`s Fishy,male,0,0,0,1,12343.0,239.0,10.0,228.0,296.0,39.0,140.0,35127.0,154.0,0.0,0.0,9.0,2008,39.35751072686794,-9.38048494796375,1,0.6024484312331146,No Degree,0,56,48566.0,0.2541489931227608,0.0049211382448626,0.0046946423423794,0.0060947988304575,0.0008030309269859,0.0028826751225136,0.7232837787752748,0.003170942634765,0.0,0.0
39,3674,Linda`s Fishy,female,0,0,1,1,13487.0,83.0,17.0,746.0,190.0,81.0,196.0,41637.0,79.0,0.0,0.0,17.0,2008,38.96235350778717,-9.416601434306758,1,0.6181604322513758,No Degree,0,45,56499.0,0.238712189596276,0.0014690525496026,0.0132037735181153,0.0033628913786084,0.0014336536929857,0.0034690879484592,0.7369510964795837,0.0013982548363687,0.0,0.0
40,3714,David`s Fishy,male,0,0,0,1,16488.0,60.0,17.0,83.0,314.0,167.0,62.0,38238.0,67.0,0.0,0.0,36.0,2009,39.355695123547896,-9.380466408423027,1,0.2165874385835284,No Degree,0,69,55479.0,0.2971935326880441,0.0010814902936246,0.0014960615728473,0.0056597992033021,0.0030101479839218,0.0011175399700787,0.6892337641269669,0.0012076641612141,0.0,0.0
41,3759,Wayne`s Fishy,male,0,0,1,1,12244.0,182.0,7.0,361.0,247.0,151.0,84.0,41639.0,175.0,0.0,0.0,35.0,2006,38.96334604350054,-9.417013509872705,1,0.548578201289306,No Degree,0,42,55083.0,0.2222827369605867,0.0033041047147032,0.0065537461648784,0.0044841421128115,0.0027413176479131,0.0015249714067861,0.755931957228183,0.0031770237641377,0.0,0.0
42,3830,Seth`s Fishy,male,0,0,0,1,14025.0,567.0,9.0,808.0,317.0,172.0,69.0,34742.0,110.0,0.0,0.0,16.0,2008,38.96385278807063,-9.417559421211507,1,0.4061463236155944,No Degree,0,60,50810.0,0.2760283408777799,0.011159220625861,0.0159023814209801,0.0062389293446172,0.0033851604014957,0.0013580003936233,0.6837630387718953,0.0021649281637472,0.0,0.0
43,4104,Tanya`s Fishy,female,0,0,1,1,14434.0,297.0,17.0,950.0,325.0,108.0,108.0,41426.0,74.0,0.0,0.0,28.0,2010,38.96314420775327,-9.41708526271463,1,0.4823254402254319,No Degree,0,50,57722.0,0.2500606354596167,0.0051453518589099,0.0164581961816984,0.0056304355358442,0.0018710370396036,0.0018710370396036,0.7176813000242542,0.0012820068604691,0.0,0.0
44,4133,Reid`s Fishy,male,0,0,1,1,15258.0,149.0,7.0,813.0,357.0,146.0,67.0,39087.0,107.0,0.0,0.0,30.0,2010,39.355734171293705,-9.381636571504169,1,0.6560821138531718,No Degree,0,33,55984.0,0.2725421549014004,0.0026614747070591,0.0145220062875107,0.0063768219491283,0.0026078879679908,0.0011967705058588,0.6981816233209488,0.0019112603601028,0.0,0.0
45,4217,Deloris`s Fishy,female,0,0,1,1,10484.0,131.0,8.0,262.0,280.0,149.0,65.0,43886.0,135.0,0.0,0.0,20.0,2013,38.963549695207305,-9.417621987916103,1,0.43853940672408,No Degree,0,61,55392.0,0.1892692085499711,0.0023649624494511,0.0047299248989023,0.005054881571346,0.0026899191218948,0.001173454650491,0.7922804737146159,0.0024371750433275,0.0,0.0
46,4584,Matt`s Fishy,male,0,0,0,1,15024.0,50.0,6.0,347.0,484.0,54.0,157.0,43205.0,117.0,0.0,0.0,5.0,2009,38.96316128895169,-9.416618112053154,1,0.7033780713278921,No Degree,0,53,59438.0,0.2527675897573943,0.0008412126922171,0.0058380160839866,0.0081429388606615,0.0009085097075944,0.0026414078535616,0.7268918873447963,0.001968437699788,0.0,0.0
47,4692,Mark`s Fishy,male,0,0,1,1,15771.0,122.0,17.0,47.0,321.0,108.0,54.0,35195.0,122.0,0.0,0.0,5.0,2008,38.963588462206346,-9.417898837925552,1,0.3890950136048969,No Degree,0,39,51740.0,0.3048125241592578,0.0023579435639737,0.0009083880943177,0.0062040974101275,0.0020873598763046,0.0010436799381523,0.6802280633938925,0.0023579435639737,0.0,0.0
48,4830,Larry`s Fishy,male,0,0,0,1,14101.0,378.0,6.0,735.0,221.0,126.0,131.0,37268.0,91.0,0.0,0.0,24.0,2013,38.96414059553192,-9.416383509774656,1,0.4768509017243762,No Degree,0,69,53051.0,0.2658008331605436,0.0071252191287628,0.0138545927503722,0.0041658027181391,0.0023750730429209,0.0024693219731956,0.702493826695067,0.0017153305309984,0.0,0.0
49,4974,Greg`s Fishy,male,0,0,0,1,13585.0,315.0,8.0,1002.0,287.0,33.0,102.0,44547.0,125.0,0.0,0.0,5.0,2005,39.35753069537036,-9.381717454245068,1,0.6913267657146419,No Degree,0,40,59996.0,0.2264317621174745,0.0052503500233348,0.0167011134075605,0.0047836522434828,0.0005500366691112,0.0017001133408893,0.7424994999666644,0.002083472231482,0.0,0.0
50,4990,Ricky`s Fishy,male,0,0,1,1,14148.0,97.0,6.0,1242.0,343.0,61.0,98.0,43834.0,117.0,0.0,0.0,1.0,2008,39.35679562524962,-9.381264906731223,1,0.3287826725654745,No Degree,0,40,59940.0,0.236036036036036,0.0016182849516182,0.0207207207207207,0.0057223890557223,0.0010176843510176,0.0016349683016349,0.7312979646312979,0.0019519519519519,0.0,0.0
51,5011,Bruce`s Fishy,male,0,0,0,1,14362.0,191.0,7.0,423.0,299.0,159.0,28.0,33000.0,151.0,0.0,0.0,38.0,2012,38.96344672076236,-9.41711768039281,1,0.2876633382176021,No Degree,0,64,48613.0,0.2954353773681937,0.0039289901878098,0.0087013761750971,0.0061506181474091,0.0032707300516322,0.0005759776191553,0.6788307654331146,0.0031061650175878,0.0,0.0
52,5019,Stanley`s Fishy,male,0,0,1,1,16210.0,425.0,6.0,137.0,449.0,33.0,74.0,41952.0,151.0,0.0,0.0,15.0,2011,39.35735936375801,-9.38098979408159,1,0.3595230881323071,No Degree,0,45,59431.0,0.2727532769093571,0.0071511500731941,0.0023051942588884,0.0075549797243862,0.0005552657703891,0.001245141424509,0.7058942302838586,0.0025407615554172,0.0,0.0
53,5083,Michael`s Fishy,male,0,0,0,1,14269.0,146.0,6.0,239.0,213.0,65.0,88.0,40703.0,82.0,0.0,0.0,18.0,2011,39.35720154051531,-9.381317526798393,1,0.4909358799888123,No Degree,0,42,55805.0,0.2556939342352836,0.0026162530239225,0.0042827703610787,0.0038168622883254,0.0011647701818833,0.0015769196308574,0.7293790878953499,0.0014694023832989,0.0,0.0
54,5434,Teofila`s Fishy,female,0,0,0,1,12466.0,105.0,6.0,283.0,146.0,68.0,10.0,42701.0,106.0,0.0,0.0,10.0,2014,38.96345088530117,-9.416681363800228,1,0.3207643707591165,No Degree,0,67,55885.0,0.2230652232262682,0.0018788583698666,0.0050639706540216,0.0026125078285765,0.0012167844681041,0.0001789388923682,0.764086964301691,0.0018967522591035,0.0,0.0
55,5503,William`s Fishy,male,0,0,1,1,10899.0,81.0,17.0,1224.0,417.0,86.0,147.0,38477.0,196.0,0.0,0.0,23.0,2008,39.35718260937546,-9.380981512519485,1,0.3951704322937745,No Degree,0,69,51527.0,0.2115201738894172,0.0015719913831583,0.0237545364566149,0.0080928445281114,0.0016690278882915,0.0028528732509169,0.7467347216022667,0.0038038310012226,0.0,0.0
56,5534,Regina`s Fishy,female,1,0,0,1,13550.0,261.0,11.0,434.0,360.0,37.0,114.0,41973.0,59.0,0.0,0.0,28.0,2020,39.35618193691453,-9.38119885280529,1,0.534942150709206,No Degree,1,27,56788.0,0.2386067479044868,0.0045960414172008,0.0076424596745791,0.0063393674720011,0.000651546101289,0.0020074663661336,0.7391174191730647,0.0010389518912446,0.0,0.0
57,5647,Juana`s Fishy,female,0,0,1,1,14016.0,433.0,17.0,428.0,272.0,78.0,74.0,32637.0,9.0,0.0,0.0,10.0,2010,38.964210882771525,-9.41780103769446,1,0.4198100988874241,No Degree,0,72,47947.0,0.2923227730619225,0.0090308048470185,0.008926523035852,0.0056729305274574,0.0016267962541973,0.0015433708052641,0.6806890942081882,0.0001877072600996,0.0,0.0
58,5789,Valerie`s Fishy,female,0,0,0,1,11266.0,181.0,11.0,764.0,181.0,11.0,59.0,39201.0,43.0,0.0,0.0,13.0,2006,39.35663469744221,-9.380306732666686,1,0.6261846997048699,No Degree,0,59,51706.0,0.217885738599002,0.0035005608633427,0.0147758480640544,0.0035005608633427,0.0002127412679379,0.0011410668007581,0.7581518585850772,0.0008316249564847,0.0,0.0
59,5890,Frank`s Fishy,male,0,0,0,1,14690.0,109.0,9.0,248.0,276.0,84.0,20.0,1471.4238457539814,138.0,0.0,0.0,23.0,2011,39.35717625666884,-9.380328126704104,1,0.5119502188738507,No Degree,0,59,17036.423845753983,0.8622701649713425,0.0063980563636403,0.0145570456714018,0.0162005830859149,0.0049306122435393,0.0011739552960807,0.0863692908251227,0.0081002915429574,0.0,0.0
60,5979,Tyisha`s Fishy,female,0,0,1,1,15736.0,33.0,17.0,491.0,219.0,231.0,111.0,41899.0,95.0,0.0,0.0,23.0,2010,39.357502237234094,-9.382115396340152,1,0.4818051652758429,No Degree,0,57,58815.0,0.2675507948652554,0.0005610813567967,0.0083482104905211,0.0037235399132874,0.0039275694975771,0.0018872736546799,0.7123862960129219,0.0016152342089602,0.0,0.0
61,6078,Adrian`s Fishy,male,0,0,1,1,12331.0,323.0,17.0,514.0,173.0,100.0,156.0,47993.0,193.0,0.0,0.0,6.0,2013,38.96229748198052,-9.417590144466851,1,0.4351980527788395,No Degree,0,77,61783.0,0.1995856465370733,0.0052279753330204,0.008319440622825,0.0028001230111843,0.0016185682145574,0.0025249664147095,0.7767994432125342,0.0031238366540957,0.0,0.0
62,6153,Colleen`s Fishy,female,0,0,0,1,13245.0,140.0,17.0,563.0,375.0,62.0,133.0,35325.0,67.0,0.0,0.0,24.0,2012,39.35697117560312,-9.38217797310791,1,0.7974208292379518,No Degree,0,32,49910.0,0.2653776798236826,0.002805049088359,0.0112803045481867,0.0075135243438188,0.0012422360248447,0.002664796633941,0.7077739931877379,0.0013424163494289,0.0,0.0
63,6322,Karen`s Fishy,female,0,0,0,1,15561.0,322.0,17.0,474.0,410.0,144.0,82.0,39200.0,45.0,0.0,0.0,22.0,2012,38.96225962291697,-9.416151820724163,1,0.2534887539209757,No Degree,0,56,56238.0,0.2766990291262136,0.0057256659198406,0.0084284647391443,0.007290444183648,0.0025605462498666,0.0014580888367296,0.6970375902414737,0.0008001707030833,0.0,0.0
64,6457,John`s Fishy,male,0,0,0,1,15160.0,147.0,17.0,290.0,422.0,60.0,39.0,44790.0,46.0,0.0,0.0,30.0,2007,38.96232956965439,-9.417249768293225,1,0.7082605411244107,No Degree,0,59,60954.0,0.248712143583686,0.0024116546904222,0.0047576861239623,0.0069232536010762,0.0009843488532335,0.0006398267546018,0.734816418938872,0.0007546674541457,0.0,0.0
65,6559,Cyrus`s Fishy,male,0,0,1,1,14687.0,31.0,6.0,554.0,475.0,1.0,216.0,29430.0,71.0,0.0,0.0,21.0,2017,39.35649370957002,-9.381325823385536,1,0.5934104879515402,No Degree,0,30,45465.0,0.3230397008688002,0.0006818431760695,0.0121851974045969,0.0104475970526778,2.1994941163532383e-05,0.0047509072913229,0.6473111184427581,0.0015616408226107,0.0,0.0
